key,p_x,p_y
44SWE.X10,,
44SWE.X17,,
44SWE.X20,,
44SWE.X13,,
44SWE.X15,,
44SWE.X22,,
45ENG.X1,,
45ENG.X3,,
45ENG.X4,,
45ENG.X5,,
45ENG.X11,,
45ENG.X15,,
45ENG.X16,,
45ENG.X17,,
45ENG.X19,,
45ENG.X21,,
45ENG.X22,,
45ENG.X6,,
45ENG.X14,,
45BEL.X1,,
45BEL.X3,,
45BEL.X8,,
45BEL.X16,,
45BEL.X17,,
45BEL.X18,,
45BEL.X19,,
45BEL.X20,,
45BEL.X21,,
45BEL.X22,,
45BEL.X23,,
45BEL.X4,,
45BEL.X14,,
46PAN.X1,0.5,3
46PAN.X4,2.7,2.7
46PAN.X5,2,3.1
46PAN.X6,3.25,3.4
46PAN.X8,3.8,2.3
46PAN.X9,4.5,2.7
46PAN.X13,2.7,4.5
46PAN.X17,2.7,1.5
46PAN.X19,3.5,1.8
46PAN.X20,3.75,4
46PAN.X21,3.75,3.5
46PAN.X3,2.875,0
46PAN.X16,3.25,0
46PAN.X18,3.625,0
46TUN.X16,6,3
46TUN.X4,4.3,3.8
46TUN.X5,3.25,4.5
46TUN.X6,4.3,2.1
46TUN.X8,2,2
46TUN.X10,1.5,3
46TUN.X13,3,3.3
46TUN.X17,3.5,3
46TUN.X20,3,2.5
46TUN.X21,3.25,1.5
46TUN.X23,2,3.8
46TUN.X9,2.875,6
46TUN.X15,3.25,6
46TUN.X18,3.625,6
47JPN.X1,,
47JPN.X5,,
47JPN.X7,,
47JPN.X9,,
47JPN.X11,,
47JPN.X13,,
47JPN.X16,,
47JPN.X19,,
47JPN.X20,,
47JPN.X21,,
47JPN.X22,,
47JPN.X14,,
47JPN.X15,,
47JPN.X17,,
47POL.X22,,
47POL.X3,,
47POL.X5,,
47POL.X6,,
47POL.X9,,
47POL.X10,,
47POL.X11,,
47POL.X15,,
47POL.X18,,
47POL.X19,,
47POL.X21,,
47POL.X14,,
47POL.X17,,
48SEN.X16,,
48SEN.X3,,
48SEN.X5,,
48SEN.X6,,
48SEN.X8,,
48SEN.X10,,
48SEN.X12,,
48SEN.X18,,
48SEN.X19,,
48SEN.X20,,
48SEN.X21,,
48SEN.X14,,
48SEN.X15,,
48SEN.X22,,
48COL.X1,,
48COL.X4,,
48COL.X6,,
48COL.X9,,
48COL.X10,,
48COL.X11,,
48COL.X13,,
48COL.X15,,
48COL.X17,,
48COL.X20,,
48COL.X23,,
48COL.X14,,
48COL.X16,,
48COL.X19,,
49URU.X1,,
49URU.X2,,
49URU.X3,,
49URU.X6,,
49URU.X8,,
49URU.X9,,
49URU.X14,,
49URU.X15,,
49URU.X17,,
49URU.X21,,
49URU.X22,,
49URU.X5,,
49URU.X7,,
49URU.X11,,
49POR.X1,,
49POR.X3,,
49POR.X5,,
49POR.X6,,
49POR.X7,,
49POR.X10,,
49POR.X11,,
49POR.X14,,
49POR.X15,,
49POR.X17,,
49POR.X23,,
49POR.X4,,
49POR.X9,,
49POR.X20,,
50FRA.X1,0.5,3
50FRA.X2,3,4.5
50FRA.X4,2,4
50FRA.X5,2,2.2
50FRA.X6,3.5,3.3
50FRA.X7,4.3,3
50FRA.X9,5,2.7
50FRA.X10,4.3,4
50FRA.X13,3,2.7
50FRA.X14,3.5,2.5
50FRA.X21,3,1.5
50FRA.X12,2.875,0
50FRA.X18,3.25,0
50FRA.X20,3.625,0
50ARG.X12,6,3
50ARG.X2,3.5,1.8
50ARG.X3,3.8,4.5
50ARG.X7,3.1,3.5
50ARG.X10,2.5,2.7
50ARG.X11,2.5,4
50ARG.X14,3.8,3
50ARG.X15,3,2
50ARG.X16,4,3.8
50ARG.X17,4,2.1
50ARG.X22,2.5,1.5
50ARG.X6,2.875,6
50ARG.X13,3.25,6
50ARG.X19,3.625,6
51ESP.X1,,
51ESP.X3,,
51ESP.X4,,
51ESP.X5,,
51ESP.X8,,
51ESP.X15,,
51ESP.X18,,
51ESP.X19,,
51ESP.X20,,
51ESP.X21,,
51ESP.X22,,
51ESP.X2,,
51ESP.X6,,
51ESP.X9,,
51ESP.X17,,
51RUS.X1,,
51RUS.X2,,
51RUS.X3,,
51RUS.X4,,
51RUS.X7,,
51RUS.X11,,
51RUS.X13,,
51RUS.X17,,
51RUS.X18,,
51RUS.X19,,
51RUS.X22,,
51RUS.X6,,
51RUS.X10,,
51RUS.X14,,
51RUS.X21,,
52CRO.X23,6,3
52CRO.X2,3.7,1.5
52CRO.X3,3.5,4.5
52CRO.X4,2.5,3.7
52CRO.X6,4,2.1
52CRO.X7,3.25,3.2
52CRO.X10,2.8,2.8
52CRO.X11,3.7,3.2
52CRO.X17,1.5,3.2
52CRO.X18,2,2.8
52CRO.X21,4.3,3.8
52CRO.X8,2.875,6
52CRO.X9,3.125,6
52CRO.X19,3.375,6
52CRO.X22,3.625,6
52DEN.X1,0.5,3
52DEN.X4,2,3.8
52DEN.X5,2.8,1.5
52DEN.X6,2.8,3.5
52DEN.X8,3.25,2.5
52DEN.X10,4.2,3.2
52DEN.X11,4.2,2
52DEN.X13,2,2.1
52DEN.X14,2.8,4.5
52DEN.X20,4.2,4.3
52DEN.X21,4.7,3
52DEN.X2,2.875,0
52DEN.X9,3.125,0
52DEN.X19,3.375,0
52DEN.X23,3.625,0
53BRA.X1,,
53BRA.X2,,
53BRA.X3,,
53BRA.X5,,
53BRA.X6,,
53BRA.X9,,
53BRA.X10,,
53BRA.X11,,
53BRA.X15,,
53BRA.X19,,
53BRA.X22,,
53BRA.X13,,
53BRA.X17,,
53BRA.X20,,
53MEX.X13,,
53MEX.X2,,
53MEX.X3,,
53MEX.X4,,
53MEX.X11,,
53MEX.X14,,
53MEX.X16,,
53MEX.X18,,
53MEX.X21,,
53MEX.X22,,
53MEX.X23,,
53MEX.X6,,
53MEX.X7,,
53MEX.X9,,
54BEL.X1,,
54BEL.X2,,
54BEL.X4,,
54BEL.X5,,
54BEL.X6,,
54BEL.X7,,
54BEL.X9,,
54BEL.X10,,
54BEL.X11,,
54BEL.X14,,
54BEL.X15,,
54BEL.X8,,
54BEL.X22,,
54JPN.X1,,
54JPN.X3,,
54JPN.X5,,
54JPN.X7,,
54JPN.X8,,
54JPN.X10,,
54JPN.X14,,
54JPN.X15,,
54JPN.X17,,
54JPN.X19,,
54JPN.X22,,
54JPN.X4,,
54JPN.X16,,
55SWE.X1,,
55SWE.X2,,
55SWE.X3,,
55SWE.X4,,
55SWE.X6,,
55SWE.X8,,
55SWE.X9,,
55SWE.X10,,
55SWE.X13,,
55SWE.X17,,
55SWE.X20,,
55SWE.X5,,
55SWE.X16,,
55SWE.X22,,
55SUI.X1,,
55SUI.X5,,
55SUI.X6,,
55SUI.X10,,
55SUI.X11,,
55SUI.X13,,
55SUI.X14,,
55SUI.X15,,
55SUI.X19,,
55SUI.X20,,
55SUI.X23,,
55SUI.X7,,
55SUI.X9,,
56COL.X1,,
56COL.X4,,
56COL.X5,,
56COL.X6,,
56COL.X9,,
56COL.X11,,
56COL.X13,,
56COL.X16,,
56COL.X17,,
56COL.X20,,
56COL.X23,,
56COL.X2,,
56COL.X7,,
56COL.X14,,
56COL.X15,,
56ENG.X1,,
56ENG.X2,,
56ENG.X5,,
56ENG.X6,,
56ENG.X7,,
56ENG.X8,,
56ENG.X9,,
56ENG.X10,,
56ENG.X12,,
56ENG.X18,,
56ENG.X20,,
56ENG.X3,,
56ENG.X4,,
56ENG.X11,,
56ENG.X19,,
57URU.X1,6,3
57URU.X2,4,2.1
57URU.X3,4.3,3.8
57URU.X6,3,3
57URU.X8,3.2,1.5
57URU.X9,1.5,3.2
57URU.X11,2,3
57URU.X14,3.5,3
57URU.X15,3.25,3.3
57URU.X17,4,4.5
57URU.X22,3.5,1.5
57URU.X7,2.875,6
57URU.X18,3.25,6
57URU.X20,3.625,6
57FRA.X1,0.5,3
57FRA.X2,2.7,4.5
57FRA.X4,2,4
57FRA.X5,2,2
57FRA.X6,3.25,4
57FRA.X7,4,3
57FRA.X9,5,2.7
57FRA.X10,4.8,4
57FRA.X12,3.3,2
57FRA.X13,2.7,2.7
57FRA.X21,2.7,1.5
57FRA.X11,2.875,0
57FRA.X15,3.25,0
57FRA.X18,3.625,0
58BRA.X1,,
58BRA.X2,,
58BRA.X3,,
58BRA.X9,,
58BRA.X10,,
58BRA.X11,,
58BRA.X12,,
58BRA.X15,,
58BRA.X17,,
58BRA.X19,,
58BRA.X22,,
58BRA.X7,,
58BRA.X8,,
58BRA.X20,,
58BEL.X1,,
58BEL.X2,,
58BEL.X4,,
58BEL.X5,,
58BEL.X6,,
58BEL.X7,,
58BEL.X8,,
58BEL.X9,,
58BEL.X10,,
58BEL.X15,,
58BEL.X22,,
58BEL.X3,,
58BEL.X17,,
59RUS.X1,0.5,3
59RUS.X2,2.7,4.5
59RUS.X3,2,3.8
59RUS.X4,2,2
59RUS.X6,4,1.5
59RUS.X7,3.25,3.5
59RUS.X11,3.5,2.5
59RUS.X13,2.5,1.5
59RUS.X17,4.5,2.8
59RUS.X19,4,4
59RUS.X22,5,3
59RUS.X8,2.875,0
59RUS.X9,3.125,0
59RUS.X10,3.375,0
59RUS.X21,3.625,0
59CRO.X23,6,3
59CRO.X2,3.5,1.5
59CRO.X3,3.5,4.5
59CRO.X4,2.3,4
59CRO.X6,4.5,2.1
59CRO.X7,3.7,3.3
59CRO.X9,2.3,3.4
59CRO.X10,3,2.7
59CRO.X17,2,3
59CRO.X18,2.3,2.6
59CRO.X21,4.3,3.2
59CRO.X5,2.875,6
59CRO.X8,3.125,6
59CRO.X11,3.375,6
59CRO.X22,3.625,6
60SWE.X1,,
60SWE.X3,,
60SWE.X4,,
60SWE.X6,,
60SWE.X7,,
60SWE.X8,,
60SWE.X9,,
60SWE.X10,,
60SWE.X16,,
60SWE.X17,,
60SWE.X20,,
60SWE.X5,,
60SWE.X11,,
60SWE.X18,,
60ENG.X1,,
60ENG.X2,,
60ENG.X5,,
60ENG.X6,,
60ENG.X7,,
60ENG.X8,,
60ENG.X9,,
60ENG.X10,,
60ENG.X12,,
60ENG.X18,,
60ENG.X20,,
60ENG.X4,,
60ENG.X17,,
60ENG.X19,,
61FRA.X1,0.5,3
61FRA.X2,3,4.5
61FRA.X4,2,4
61FRA.X5,2,2
61FRA.X6,3.25,3.6
61FRA.X7,4.7,2.8
61FRA.X9,5,3
61FRA.X10,4.5,4
61FRA.X13,3.25,2.7
61FRA.X14,3.5,2
61FRA.X21,3,1.5
61FRA.X12,3,0
61FRA.X15,3.5,0
61BEL.X1,6,3
61BEL.X2,4,2
61BEL.X4,4.1,3.5
61BEL.X5,4,4.5
61BEL.X6,3.5,2.8
61BEL.X7,2.8,2.6
61BEL.X8,2.5,3.3
61BEL.X9,1.5,3
61BEL.X10,2.5,4
61BEL.X19,3.5,3.5
61BEL.X22,3.25,1.5
61BEL.X11,2.875,6
61BEL.X14,3.25,6
61BEL.X21,3.625,6
62CRO.X23,6,3
62CRO.X2,3.5,1.5
62CRO.X3,3.5,4.5
62CRO.X4,2,3.8
62CRO.X6,4.3,2.1
62CRO.X7,3,3.5
62CRO.X10,3,2.1
62CRO.X11,3.8,3
62CRO.X17,1.5,3
62CRO.X18,2,2.1
62CRO.X21,4.3,3.8
62CRO.X5,2.875,6
62CRO.X9,3.125,6
62CRO.X19,3.375,6
62CRO.X22,3.625,6
62ENG.X1,0.5,3
62ENG.X2,2.3,3.8
62ENG.X5,2.3,3
62ENG.X6,2.7,2.1
62ENG.X7,3.5,3.7
62ENG.X8,3.25,3
62ENG.X9,4.5,3
62ENG.X10,5,3
62ENG.X12,3.25,4.5
62ENG.X18,3,1.5
62ENG.X20,3.5,2.1
62ENG.X3,2.875,0
62ENG.X4,3.125,0
62ENG.X11,3.375,0
62ENG.X19,3.625,0
63BEL.X1,,
63BEL.X2,,
63BEL.X4,,
63BEL.X5,,
63BEL.X6,,
63BEL.X7,,
63BEL.X9,,
63BEL.X10,,
63BEL.X15,,
63BEL.X17,,
63BEL.X22,,
63BEL.X3,,
63BEL.X14,,
63BEL.X19,,
63ENG.X1,,
63ENG.X3,,
63ENG.X4,,
63ENG.X5,,
63ENG.X6,,
63ENG.X9,,
63ENG.X10,,
63ENG.X12,,
63ENG.X16,,
63ENG.X17,,
63ENG.X21,,
63ENG.X7,,
63ENG.X19,,
63ENG.X20,,
64FRA.X1,0.5,3
64FRA.X2,2.8,4.5
64FRA.X4,2,4
64FRA.X5,2,2
64FRA.X6,3.5,3.5
64FRA.X7,4.3,3
64FRA.X9,5,3
64FRA.X10,4,4
64FRA.X13,3.25,2.7
64FRA.X14,3.5,1.5
64FRA.X21,2.8,1.5
64FRA.X12,2.875,0
64FRA.X15,3.25,0
64FRA.X18,3.625,0
64CRO.X23,6,3
64CRO.X2,3.8,1.5
64CRO.X3,3.8,4.5
64CRO.X4,2.5,3.3
64CRO.X6,4.3,2
64CRO.X7,3,4
64CRO.X10,3.25,2
64CRO.X11,3.8,3
64CRO.X17,2.5,1.7
64CRO.X18,2.3,2.7
64CRO.X21,4.3,3.8
64CRO.X9,3.25,6
64CRO.X20,3.625,6
01RUS.XS,,
01KSA.XS,,
02EGY.XS,,
02URU.XS,,
03POR.XS,,
03ESP.XS,,
04MAR.XS,,
04IRN.XS,,
05FRA.XS,0.5,5.5
05AUS.XS,6,0.5
06PER.XS,,
06DEN.XS,,
07ARG.XS,6,0.5
07ISL.XS,0.5,5.5
08CRO.XS,6,0.5
08NGA.XS,0.5,5.5
09BRA.XS,,
09SUI.XS,,
10CRC.XS,0.5,5.5
10SRB.XS,6,0.5
11GER.XS,,
11MEX.XS,,
12SWE.XS,,
12KOR.XS,,
13BEL.XS,6,0.5
13PAN.XS,0.5,5.5
14TUN.XS,,
14ENG.XS,,
15POL.XS,,
15SEN.XS,,
16COL.XS,,
16JPN.XS,,
17RUS.XS,,
17EGY.XS,,
18URU.XS,,
18KSA.XS,,
19POR.XS,,
19MAR.XS,,
20IRN.XS,,
20ESP.XS,,
21FRA.XS,0.5,5.5
21PER.XS,6,0.5
22DEN.XS,0.5,5.5
22AUS.XS,6,0.5
23ARG.XS,0.5,5.5
23CRO.XS,6,0.5
24NGA.XS,6,0.5
24ISL.XS,0.5,5.5
25BRA.XS,6,0.5
25CRC.XS,0.5,5.5
26SRB.XS,,
26SUI.XS,,
27GER.XS,,
27SWE.XS,,
28KOR.XS,,
28MEX.XS,,
29BEL.XS,,
29TUN.XS,,
30ENG.XS,6,0.5
30PAN.XS,0.5,5.5
31POL.XS,,
31COL.XS,,
32JPN.XS,,
32SEN.XS,,
33URU.XS,,
33RUS.XS,,
34KSA.XS,,
34EGY.XS,,
35IRN.XS,,
35POR.XS,,
36ESP.XS,,
36MAR.XS,,
37DEN.XS,6,0.5
37FRA.XS,0.5,5.5
38AUS.XS,6,0.5
38PER.XS,0.5,5.5
39NGA.XS,,
39ARG.XS,,
40ISL.XS,0.5,5.5
40CRO.XS,6,0.5
41SRB.XS,,
41BRA.XS,,
42SUI.XS,6,0.5
42CRC.XS,0.5,5.5
43KOR.XS,,
43GER.XS,,
44MEX.XS,,
44SWE.XS,,
45ENG.XS,,
45BEL.XS,,
46PAN.XS,0.5,5.5
46TUN.XS,6,0.5
47JPN.XS,,
47POL.XS,,
48SEN.XS,,
48COL.XS,,
49URU.XS,,
49POR.XS,,
50FRA.XS,0.5,5.5
50ARG.XS,6,0.5
51ESP.XS,,
51RUS.XS,,
52CRO.XS,6,0.5
52DEN.XS,0.5,5.5
53BRA.XS,,
53MEX.XS,,
54BEL.XS,,
54JPN.XS,,
55SWE.XS,,
55SUI.XS,,
56COL.XS,,
56ENG.XS,,
57URU.XS,6,0.5
57FRA.XS,0.5,5.5
58BRA.XS,,
58BEL.XS,,
59RUS.XS,0.5,5.5
59CRO.XS,6,0.5
60SWE.XS,,
60ENG.XS,,
61FRA.XS,0.5,5.5
61BEL.XS,6,0.5
62CRO.XS,6,0.5
62ENG.XS,0.5,5.5
63BEL.XS,,
63ENG.XS,,
64FRA.XS,0.5,5.5
64CRO.XS,6,0.5
