MATCH,MATCH2,TEAM,PLAYER,NAME,NAME2,POS,PC ,PA ,PC/PA,PR,MIN,GS,S,SG,FC,FS,PLAYER2,NAME3,MIN2,DC,D_IN_POSS,D_NOT_IN_POSS,T_OPP_HALF,T_ATT_3RD,T_PEN_AREA,SPRINT,MAX_SPEED,A_Z1,A_Z2,A_Z3,A_Z4,A_Z5,Goals_scored,Attempts_on_off_target,Assists,Offsides,Saves,Yellow_cards,2Y_R,Red_card,Fouls_committed,Delivery_solo_runs_attacking3rd,Delivery_solo_runs_attacking3rd_a,Delivery_solo_runs_attacking3rd_b,Delivery_solo_runs_penalty_area,Delivery_solo_runs_penalty_area_a,Delivery_solo_runs_penalty_area_b,Tackles_gaining_the_ball,Tackles_not_gaining_the_ball,Tackles_suffered_losing_the_ball,Tackles_suffered_not_losing_the_ball,Clearances_Completed,Clearances_Attempted,Total_time_played_mins,Activity_time_spent_Z1,Activity_time_spent_Z2,Activity_time_spent_Z3,Activity_time_spent_Z4,Activity_time_spent_Z5,Distance_covered_m,ADC_m_Z1,ADC_m_Z2,ADC_m_Z3,ADC_m_Z4,ADC_m_Z5,Top_Speed,Sprints
01,1,RUS,1,AKINFEEV,Igor AKINFEEV 1,GK,11,21,52,17,90,,,,,,1,AKINFEEV,"96'48""",3606,1047,1215,,,,1,21.46,97,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,1,RUS,2,MARIO FERNANDES,MARIO FERNANDES 2,DF,22,25,88,19,90,,,,,,2,MARIO FERNANDES,"96'48""",10822,3452,4668,34,12,1,48,31.5,64,27,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,1,RUS,3,KUTEPOV,Ilya KUTEPOV 3,DF,26,31,84,21,90,,,,1,,3,KUTEPOV,"96'48""",9987,2859,4698,19,6,2,24,27.36,68,26,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,1,RUS,4,IGNASHEVICH,Sergey IGNASHEVICH 4,DF,30,37,81,17,90,,,,,2,4,IGNASHEVICH,"96'48""",10108,2912,4675,19,8,3,12,29.48,63,32,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,1,RUS,8,GAZINSKY,Iury GAZINSKY 8,MF,24,30,80,21,90,1,1,1,2,1,8,GAZINSKY,"96'48""",12240,3558,6117,45,18,4,38,27.22,54,34,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,1,RUS,9,DZAGOEV,Alan DZAGOEV 9,MF,7,8,88,8,24,,1,0,,,9,DZAGOEV,"23'26""",3029,1203,1236,68,38,17,12,29.48,55,30,9,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,1,RUS,10,SMOLOV,Fedor SMOLOV 10,FW,11,14,79,18,70,,,,2,,10,SMOLOV,"71'26""",8787,3059,3722,73,44,10,46,30.17,60,29,7,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,1,RUS,11,ZOBNIN,Roman ZOBNIN 11,MF,17,26,65,25,90,,2,1,1,3,11,ZOBNIN,"96'48""",11753,3663,5404,52,23,5,38,29.23,57,33,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,1,RUS,17,GOLOVIN,Aleksandr GOLOVIN 17,MF,27,32,84,22,90,1,1,1,7,1,17,GOLOVIN,"96'48""",12706,3884,5944,69,37,4,69,30.6,55,33,8,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,1,RUS,18,ZHIRKOV,Yury ZHIRKOV 18,MF,25,28,89,22,90,,1,0,2,1,18,ZHIRKOV,"96'48""",11020,3448,4773,32,12,1,35,28.58,64,28,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,1,RUS,19,SAMEDOV,Alexander SAMEDOV 19,MF,13,16,81,14,64,,2,0,1,1,19,SAMEDOV,"65'49""",8300,2632,3835,62,28,4,37,28.8,59,30,7,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,1,RUS,6,CHERYSHEV,Denis CHERYSHEV 6,MF,13,19,68,19,66,2,3,3,4,,6,CHERYSHEV,"73'22""",9030,2894,4064,59,27,3,49,31.03,63,25,8,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,1,RUS,7,KUZIAEV,Daler KUZIAEV 7,MF,6,7,86,9,26,,1,0,1,1,7,KUZIAEV,"30'59""",3895,1182,1689,55,34,3,15,26.28,58,30,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,1,RUS,22,DZYUBA,Artem DZYUBA 22,FW,8,8,100,8,20,1,1,1,1,,22,DZYUBA,"25'22""",2680,803,1168,80,50,21,14,26.64,67,24,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,1,KSA,1,ABDULLAH ALMUAIOUF,ABDULLAH ALMUAIOUF 1,GK,19,34,56,20,90,,,,,,1,ABDULLAH ALMUAI...,"96'48""",4027,1818,1252,,,,1,14.83,94,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,1,KSA,3,OSAMA HAWSAWI,OSAMA HAWSAWI 3,DF,52,57,91,45,90,,,,,2,3,OSAMA HAWSAWI,"96'48""",7997,2836,3301,8,5,2,30,27.9,79,16,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,1,KSA,5,OMAR HAWSAWI,OMAR HAWSAWI 5,DF,43,53,81,42,90,,,,1,2,5,OMAR OTHMAN,"96'48""",9040,3494,3465,11,4,3,47,29.48,76,17,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,1,KSA,6,MOHAMMED ALBURAYK,MOHAMMED ALBURAYK 6,DF,55,64,86,64,90,,,,,6,6,MOHAMMED ALBUR,"96'48""",9951,3942,3774,24,6,,47,28.8,64,27,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,1,KSA,7,SALMAN ALFARAJ,SALMAN ALFARAJ 7,MF,71,77,92,64,90,,,,1,2,7,SALMAN ALFARAJ,"96'48""",1323,4986,3969,38,13,1,52,28.37,63,26,7,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,1,KSA,8,YAHIA ALSHEHRI,YAHIA ALSHEHRI 8,MF,27,30,90,34,72,,,,,,8,YAHIA ALSHEHRI,"73'50""",8587,3765,2998,52,21,4,34,30.38,61,28,8,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,1,KSA,10,MOHAMMED ALSAHLAWI,MOHAMMED ALSAHLAWI 10,FW,7,7,100,7,85,,1,0,2,,10,MOHAMMED ALSAH,"86'04""",8854,4109,2808,72,29,6,28,30.6,69,22,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,1,KSA,13,YASSER ALSHAHRANI,YASSER ALSHAHRANI 13,DF,40,49,82,49,90,,2,0,1,1,13,YASIR ALSHAHRANI,"96'48""",509,4027,3726,29,12,1,50,32.4,68,23,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,1,KSA,14,ABDULLAH OTAYF,ABDULLAH OTAYF 14,MF,47,51,92,40,64,,,,,4,14,ABDULLAH OTAYF,"65'32""",8137,3529,3003,28,11,3,21,27.9,58,32,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,1,KSA,17,TAISEER ALJASSAM,TAISEER ALJASSAM 17,MF,37,40,92,33,90,,,,3,2,17,TAISEER ALJASSAM,"96'48""",874,4456,3810,40,13,2,26,27,66,25,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,1,KSA,18,SALEM ALDAWSARI,SALEM ALDAWSARI 18,MF,39,42,93,40,90,,2,0,,3,18,SALEM ALDAWSARI,"96'48""",66,4440,3284,47,16,1,43,29.02,68,23,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,1,KSA,9,HATAN BAHBRI,HATAN BAHBRI 9,MF,4,5,80,4,18,,1,0,1,,9,HATAN BAHBRI,"22'58""",2374,1054,751,51,22,1,7,28.37,62,30,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,1,KSA,19,FAHAD ALMUWALLAD,FAHAD ALMUWALLAD 19,FW,1,1,100,1,26,,,,1,,19,FAHAD ALMUWALL...,"31'16""",2828,1066,898,68,37,5,15,23.94,78,16,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,1,KSA,20,MUHANNAD ASIRI,MUHANNAD ASIRI 20,FW,1,1,100,0,6,,,,,,20,MUHANNAD ASIRI,"10'44""",786,226,208,47,30,6,2,20.84,80,17,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,2,EGY,23,MOHAMED ELSHENAWY,,GK,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,2/0,2,0,,,,,,,,1,1,"97'21""",95,5,,,,3878,3045,728,84,21,,19.94,1
02,2,EGY,2,ALI GABR,,DF,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,"97'21""",71,25,3,1,,9434,3993,4207,959,211,64,26.28,16
02,2,EGY,6,AHMED HEGAZY,,DF,,,,,90,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1/0,1,0,,,,,,,,7,8,"97'21""",75,21,3,1,,8757,4050,3516,923,241,27,23.58,13
02,2,EGY,7,AHMED FATHI,,DF,,,,,90,,1,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,5/2,5,2,3/0,3,0,0,4,,,2,2,"97'21""",70,22,5,2,1,9782,3713,3766,1486,579,238,30.17,33
02,2,EGY,8,TAREK HAMED,,MF,,,,,50,,1,0,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,2,0,,,,,"51'09""",53,38,8,1,,6140,1501,3358,1062,208,11,21.78,10
02,2,EGY,9,MARWAN MOHSEN,,FW,,,,,63,,1,1,1,1,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,0,1,,,,,"63'49""",62,30,5,2,1,7576,2537,3358,1027,473,181,28.37,32
02,2,EGY,13,MOHAMED ABDELSHAFY,,DF,,,,,90,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,5/0,5,0,1/0,1,0,1,1,,,8,9,"97'21""",65,26,7,2,,10207,3310,4362,1716,671,148,27,37
02,2,EGY,17,MOHAMED ELNENY,,MF,,,,,90,,2,0,2,,,,,,,,,,,,,,,,,,,2,,,,,,,2,5/0,5,0,2/0,2,0,1,0,0,1,1,2,"97'21""",59,32,7,2,,11188,3174,5505,1923,532,54,26.28,30
02,2,EGY,19,ABDALLA SAID,,MF,,,,,90,,1,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3/4,3,4,3/0,3,0,,,0,1,,,"97'21""",58,31,7,3,1,12066,3444,5355,2035,934,298,29.48,58
02,2,EGY,21,TREZIGUET,,MF,,,,,90,,2,1,2,,,,,,,,,,,,,,,,,,,2,,,,,,,2,3/7,3,7,0/1,0,1,,,3,1,1,1,"97'21""",59,29,8,3,1,12241,3857,4826,2050,1010,498,29.92,65
02,2,EGY,22,AMR WARDA,,FW,,,,,82,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0/2,0,2,,,,1,1,0,1,1,2,"82'55""",57,33,8,2,,10353,2921,4794,1938,571,129,28.58,32
02,2,EGY,5,SAM MORSY,,MF,,,,,40,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1/0,1,0,,,,,,0,1,1,1,"46'12""",62,29,7,2,,5019,1414,2376,878,313,38,24.12,21
02,2,EGY,11,KAHRABA,,FW,,,,,27,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0/1,0,1,,,,,,,"33'32""",62,30,5,2,1,3589,1088,1700,469,215,117,31.03,13
02,2,EGY,14,RAMADAN SOBHY,,FW,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14'26""",68,26,5,1,,1356,475,619,207,55,,19.51,3
02,2,URU,1,MUSLERA,,GK,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,"97'21""",96,3,1,,,3445,2763,551,117,14,,14.51,1
02,2,URU,2,GIMENEZ,,DF,,,,,90,1,2,1,1,1,,,,,,,,,,,,,,,,,1,2,,,,,,,1,4/0,4,0,,,,2,0,,,8,11,"97'21""",69,26,4,1,,9472,3502,4301,1080,436,153,27,27
02,2,URU,3,GODIN,,DF,,,,,90,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,6/1,6,1,,,,0,2,,,6,7,"97'21""",67,28,4,1,,9939,3753,4641,901,463,181,28.58,25
02,2,URU,4,VARELA,,DF,,,,,90,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,4/2,4,2,1/0,1,0,0,1,,,1,1,"97'21""",64,26,6,3,1,11259,3725,4334,1763,1001,436,32.4,68
02,2,URU,6,BENTANCUR,,MF,,,,,90,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,13/0,13,0,2/0,2,0,,,0,1,1,1,"97'21""",61,31,6,2,,11115,3491,5279,1607,597,141,29.7,36
02,2,URU,8,NANDEZ,,MF,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/3,3,3,,,,1,1,,,,,"58'58""",59,30,7,3,1,7321,2355,3085,1183,567,131,26.1,37
02,2,URU,9,SUAREZ,,FW,,,,,90,,4,1,,1,,,,,,,,,,,,,,,,,,4,,1,,,,,,1/0,1,0,2/1,2,1,,,1,0,,,"97'21""",69,24,5,2,,9516,3489,3946,1262,617,202,27.18,39
02,2,URU,10,DE ARRASCAETA,,FW,,,,,59,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3/2,3,2,2/0,2,0,,,0,2,,,"59'29""",53,37,8,2,,7623,2021,3898,1187,412,105,26.82,20
02,2,URU,15,VECINO,,MF,,,,,87,,1,0,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,11/2,11,2,,,,,,,,,,"88'08""",53,36,9,2,,11535,3005,5692,2159,568,111,25.92,32
02,2,URU,21,CAVANI,,FW,,,,,90,,5,2,,2,,,,,,,,,,,,,,,,,,5,,,,,,,,3/1,3,1,3/2,3,2,,,2,2,,,"97'21""",67,26,5,2,,10238,3849,4357,1326,562,144,29.7,29
02,2,URU,22,CACERES,,DF,,,,,90,,1,0,2,1,,,,,,,,,,,,,,,,,,1,,,,,,,2,10/1,10,1,,,,0,1,1,1,1,2,"97'21""",63,30,4,2,1,10540,3395,5041,1299,569,236,30.38,32
02,2,URU,5,SANCHEZ,,MF,,,,,32,,1,0,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,3/1,3,1,3/0,3,0,,,,,,,"38'23""",65,25,7,2,1,4044,1198,1641,701,280,224,29.92,20
02,2,URU,7,C. RODRIGUEZ,,MF,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1,1,1,2/0,2,0,,,1,1,,,"37'52""",75,19,4,1,1,3642,1675,1252,456,173,86,29.02,12
02,2,URU,14,TORREIRA,,MF,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9'13""",65,27,7,1,,907,256,464,157,28,2,22.86,1
03,3,POR,1,RUI PATRICIO,RUI PATRICIO 1,GK,18,24,75,11,90,,,,,,1,RUI PATRICIO,"95'58""",4018,1070,1781,,,,1,21.17,95,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03,3,POR,3,PEPE,PEPE 3,DF,26,30,87,23,90,,,,3,,3,PEPE,"95'58""",9010,2212,4602,16,6,2,17,25.38,70,26,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03,3,POR,5,RAPHAEL GUERREIRO,RAPHAEL GUERREIRO 5,DF,42,50,84,48,90,,,,,,5,RAPHAEL GUERREIRO,"95'58""",9566,2985,4736,29,14,,32,29.48,68,25,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03,3,POR,6,JOSE FONTE,JOSE FONTE 6,DF,30,33,91,26,90,,,,,1,6,JOSE FONTE,"95'58""",8930,2509,4320,18,7,3,24,29.02,73,23,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03,3,POR,7,CRISTIANO RONALDO,CRISTIANO RONALDO 7,FW,34,34,100,34,90,3,4,3,1,4,7,CRISTIANO RONALDO,"95'58""",8723,3020,3726,66,32,7,30,33.98,74,21,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03,3,POR,8,JOAO MOUTINHO,JOAO MOUTINHO 8,MF,36,37,97,32,90,,,,1,1,8,JOAO MOUTINHO,"95'58""",10154,2656,5471,41,17,,14,26.82,63,32,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03,3,POR,11,BERNARDO SILVA,BERNARDO SILVA 11,MF,16,18,89,17,69,,,,1,,11,BERNARDO SILVA,"69'47""",7659,2456,3793,45,19,3,22,27.43,65,27,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03,3,POR,14,WILLIAM,WILLIAM 14,MF,50,55,91,44,90,,,,1,,14,WILLIAM,"95'58""",10516,2945,5386,37,14,3,9,21.6,67,27,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03,3,POR,16,BRUNO FERNANDES,BRUNO FERNANDES 16,MF,15,18,83,20,68,,1,0,1,,16,BRUNO FERNANDES,"68'15""",7860,2486,3855,42,19,2,36,28.37,61,30,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03,3,POR,17,GONCALO GUEDES,GONCALO GUEDES 17,FW,15,17,88,21,80,,1,0,1,2,17,GONCALO GUEDES,"80'17""",8499,2657,4119,61,30,4,20,28.58,68,25,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03,3,POR,21,CEDRIC,CEDRIC 21,DF,27,35,77,28,90,,,,1,,21,CEDRIC,"95'58""",9942,2877,4958,27,8,,32,26.46,65,28,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03,3,POR,9,ANDRE SILVA,ANDRE SILVA 9,FW,2,4,50,2,10,,,,,,9,ANDRE SILVA,"15'41""",1867,451,889,64,38,17,11,24.3,60,28,8,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03,3,POR,10,JOAO MARIO,JOAO MARIO 10,MF,5,7,71,8,22,,,,1,1,10,JOAO MARIO,"27'43""",3145,990,1371,66,37,9,13,28.8,63,27,6,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03,3,POR,20,RICARDO QUARESMA,RICARDO QUARESMA 20,FW,4,4,100,6,21,,2,0,1,1,20,RICARDO QUARESMA,"26'11""",2604,786,1050,62,40,9,6,23.76,72,21,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03,3,ESP,1,DE GEA,David DE GEA 1,GK,18,20,90,9,90,,,,,,1,DE GEA,"95'58""",2636,1013,837,,,,,9.14,98,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03,3,ESP,3,PIQUE,Gerard PIQUE 3,DF,63,70,90,54,90,,,,2,,3,PIQUE,"95'58""",8818,3798,3177,19,10,5,24,32.62,75,20,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03,3,ESP,4,NACHO,NACHO 4,DF,44,48,92,45,90,1,1,1,3,1,4,NACHO,"95'58""",9164,3838,3347,36,10,1,24,30.38,73,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03,3,ESP,5,BUSQUETS,Sergio BUSQUETS 5,MF,62,65,95,61,90,,1,0,2,4,5,BUSQUETS,"95'58""",9982,4350,3642,39,11,4,15,28.37,64,30,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03,3,ESP,6,INIESTA,Andres INIESTA 6,MF,62,64,97,64,70,,1,0,,1,6,INIESTA,"70'16""",7269,3478,2388,56,22,1,13,25.92,67,28,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03,3,ESP,8,KOKE,KOKE 8,MF,71,77,92,70,90,,,,,1,8,KOKE,"95'58""",1757,5375,4091,46,18,2,35,24.66,59,29,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03,3,ESP,15,RAMOS,Sergio RAMOS 15,DF,112,115,97,103,90,,,,,,15,RAMOS,"95'58""",9118,4053,3051,24,11,6,20,25.56,72,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03,3,ESP,18,ALBA,Jordi ALBA 18,DF,71,81,88,77,90,,,,1,,18,ALBA,"95'58""",9915,4352,3221,38,14,1,36,28.8,67,28,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03,3,ESP,19,COSTA,Diego COSTA 19,FW,15,16,94,19,77,2,3,2,,1,19,COSTA,"77'40""",8187,4130,2417,78,44,13,36,30.38,72,21,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03,3,ESP,21,D. SILVA,David SILVA 21,FW,45,49,92,45,86,,3,0,2,,21,D. SILVA,"86'40""",9506,4533,3031,63,31,4,29,25.2,68,24,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03,3,ESP,22,ISCO,ISCO 22,MF,85,89,96,98,90,,2,1,,3,22,ISCO,"95'58""",850,5257,3207,59,25,2,41,27,65,27,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03,3,ESP,10,THIAGO,THIAGO 10,MF,22,25,88,26,20,,,,,,10,THIAGO,"25'42""",2819,1231,881,40,13,2,8,26.46,65,26,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03,3,ESP,11,VAZQUEZ,Lucas VAZQUEZ 11,FW,4,4,100,3,4,,,,,,11,VAZQUEZ,"9'18""",1034,314,359,41,10,,6,26.82,61,27,9,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03,3,ESP,17,ASPAS,Iago ASPAS 17,FW,3,4,75,3,13,,1,1,,,17,ASPAS,"18'18""",1880,740,453,69,33,1,11,29.7,70,21,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,4,MAR,12,EL KAJOUI,Monir EL KAJOUI 12,GK,15,18,83,6,90,,,,,,12,EL KAJOUI,"98'07""",4319,1657,1061,,,,,18.14,94,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,4,MAR,2,HAKIMI,Achraf HAKIMI 2,DF,24,27,89,27,90,,1,0,1,,2,HAKIMI,"98'07""",9801,4104,2586,45,18,1,58,32.83,71,21,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,4,MAR,5,BENATIA,Mehdi BENATIA 5,DF,75,89,84,69,90,,1,1,1,1,5,BENATIA,"98'07""",8886,3452,2503,23,6,3,18,29.02,75,21,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,4,MAR,6,SAISS,Ghanem SAISS 6,DF,62,68,91,53,90,,1,0,2,,6,SAISS,"98'07""",9134,3897,2458,21,5,2,26,30.38,71,23,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,4,MAR,7,ZIYACH,Hakim ZIYACH 7,MF,34,45,76,37,90,,2,1,5,1,7,ZIYACH,"98'07""",9339,4171,2250,64,26,2,30,29.92,75,17,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,4,MAR,8,EL AHMADI,Karim EL AHMADI 8,MF,35,36,97,28,90,,,,2,1,8,EL AHMADI,"98'07""",9847,4140,2773,45,10,,25,29.92,69,24,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,4,MAR,9,EL KAABI,Ayoub EL KAABI 9,FW,2,3,67,5,77,,1,0,2,,9,EL KAABI,"78'28""",8386,3869,2033,80,52,13,31,30.38,65,28,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,4,MAR,10,BELHANDA,Younes BELHANDA 10,MF,39,45,87,36,90,,3,0,1,2,10,BELHANDA,"98'07""",9474,4071,2461,58,22,3,18,27,74,19,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,4,MAR,14,BOUSSOUFA,Mbark BOUSSOUFA 14,MF,35,42,83,39,90,,,,,5,14,BOUSSOUFA,"98'07""",10068,4246,2505,57,20,2,38,28.8,68,25,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,4,MAR,16,N. AMRABAT,Noureddine AMRABAT 16,MF,20,26,77,25,76,,,,4,,16,N. AMRABAT,"77'29""",7720,3219,2106,44,17,1,32,31.97,70,24,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,4,MAR,18,HARIT,Amine HARIT 18,MF,20,23,87,35,82,,3,1,1,2,18,HARIT,"83'53""",8875,3934,2045,63,33,6,42,30.6,69,23,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,4,MAR,4,DA COSTA,Manuel DA COSTA 4,DF,7,7,100,6,8,,1,0,,,4,DA COSTA,"14'14""",1359,466,337,30,7,1,7,28.12,72,21,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,4,MAR,20,BOUHADDOUZ,Aziz BOUHADDOUZ 20,FW,0,0,0,3,13,,,,1,1,20,BOUHADDOUZ,"19'39""",1802,697,373,87,50,10,4,28.58,72,21,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,4,MAR,21,S. AMRABAT,Sofyan AMRABAT 21,MF,3,4,75,3,14,,,,2,,21,S. AMRABAT,"20'38""",2052,610,454,50,15,,11,30.17,70,21,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,4,IRN,1,BEIRANVAND,Ali BEIRANVAND 1,GK,12,22,55,3,90,,,,,,1,BEIRANVAND,"98'07""",4004,755,1160,,,,,13.72,97,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,4,IRN,3,HAJI SAFI,Ehsan HAJI SAFI 3,DF,9,18,50,15,90,,2,0,,5,3,HAJI SAFI,"98'07""",9140,2106,4033,23,8,2,42,28.58,74,20,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,4,IRN,4,CHESHMI,Roozbeh CHESHMI 4,DF,11,13,85,9,90,,1,0,,,4,CHESHMI,"98'07""",8858,1914,3769,17,10,5,24,28.37,75,20,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,4,IRN,7,SHOJAEI,Masoud SHOJAEI 7,MF,10,17,59,7,68,,,,3,1,7,SHOJAEI,"69'29""",7206,1637,3411,40,14,2,25,26.82,71,21,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,4,IRN,8,POURALIGANJI,Morteza POURALIGANJI 8,DF,17,25,68,13,90,,,,,1,8,POURALIGANJI,"98'07""",8559,2072,3759,15,8,2,23,29.02,74,21,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
