MATCH,MATCH2,TEAM,PLAYER,NAME,NAME2,POS,PC ,PA ,PC/PA,PR,MIN,GS,S,SG,FC,FS,PLAYER2,NAME3,MIN2,DC,D_IN_POSS,D_NOT_IN_POSS,T_OPP_HALF,T_ATT_3RD,T_PEN_AREA,SPRINT,MAX_SPEED,A_Z1,A_Z2,A_Z3,A_Z4,A_Z5,Goals_scored,Attempts_on_off_target,Assists,Offsides,Saves,Yellow_cards,2Y_R,Red_card,Fouls_committed,Delivery_solo_runs_attacking3rd,Delivery_solo_runs_attacking3rd_a,Delivery_solo_runs_attacking3rd_b,Delivery_solo_runs_penalty_area,Delivery_solo_runs_penalty_area_a,Delivery_solo_runs_penalty_area_b,Tackles_gaining_the_ball,Tackles_not_gaining_the_ball,Tackles_suffered_losing_the_ball,Tackles_suffered_not_losing_the_ball,Clearances_Completed,Clearances_Attempted,Total_time_played_mins,Activity_time_spent_Z1,Activity_time_spent_Z2,Activity_time_spent_Z3,Activity_time_spent_Z4,Activity_time_spent_Z5,Distance_covered_m,ADC_m_Z1,ADC_m_Z2,ADC_m_Z3,ADC_m_Z4,ADC_m_Z5,Top_Speed,Sprints
18,18,KSA,19,FAHAD ALMUWALLAD,FAHAD ALMUWALLAD 19,FW,5,7,71,11,78,,1,0,1,1,19,FAHAD ALMUWALL...,"79'18""",7851,3265,2847,75,40,10,39,30.6,74,20,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18,KSA,10,MOHAMMED ALSAHLAWI,MOHAMMED ALSAHLAWI 10,FW,3,6,50,8,12,,,,,,10,MOHAMMED ALSAH,"16'49""",1871,680,797,67,42,10,5,25.2,69,23,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18,KSA,12,MOHAMED KANNO,MOHAMED KANNO 12,MF,5,6,83,5,15,,1,1,1,,12,MOHAMED KANNO,"19'01""",2062,722,890,53,30,7,7,27,66,25,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18,KSA,16,HUSSAIN ALMOQAHWI,HUSSAIN ALMOQAHWI 16,MF,36,39,92,30,46,,,,1,1,16,HUSSAIN ALMOQA...,"52'37""",5598,2238,2249,42,17,2,12,29.92,66,27,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,POR,1,RUI PATRICIO,RUI PATRICIO 1,GK,21,35,60,8,90,,,,,1,1,RUI PATRICIO,"98'08""",3903,1217,1458,,,,,24.84,93,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,POR,3,PEPE,PEPE 3,DF,25,31,81,22,90,,,,,,3,PEPE,"98'08""",9546,2884,4243,14,7,4,21,28.58,70,24,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,POR,5,RAPHAEL GUERREIRO,RAPHAEL GUERREIRO 5,DF,27,34,79,27,90,,1,0,3,2,5,RAPHAEL GUERREIRO,"98'08""",10068,3302,4438,24,9,1,35,30.17,67,26,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,POR,6,JOSE FONTE,JOSE FONTE 6,DF,27,34,79,23,90,,,,2,,6,JOSE FONTE,"98'08""",9258,2902,4041,12,6,3,27,30.38,71,24,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,POR,7,CRISTIANO RONALDO,CRISTIANO RONALDO 7,FW,17,23,74,27,90,1,6,1,,5,7,CRISTIANO RONALDO,"98'08""",8814,3066,3254,66,30,7,27,29.48,76,19,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,POR,8,JOAO MOUTINHO,JOAO MOUTINHO 8,MF,35,39,90,23,89,,,,5,3,8,JOAO MOUTINHO,"91'22""",9556,3002,4234,33,10,1,25,23.76,65,29,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,POR,10,JOAO MARIO,JOAO MARIO 10,MF,20,26,77,32,70,,,,3,2,10,JOAO MARIO,"72'21""",7995,3048,3378,49,19,6,27,27.68,64,27,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,POR,11,BERNARDO SILVA,BERNARDO SILVA 11,MF,17,27,63,21,59,,,,,1,11,BERNARDO SILVA,"61'42""",7075,2727,2809,51,18,3,29,27.22,63,28,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,POR,14,WILLIAM,WILLIAM 14,MF,42,54,78,34,90,,,,2,1,14,WILLIAM,"98'08""",10431,3362,4693,27,7,4,19,29.02,68,24,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,POR,17,GONCALO GUEDES,GONCALO GUEDES 17,FW,13,16,81,18,90,,1,1,,3,17,GONCALO GUEDES,"98'08""",10379,3370,4307,50,21,4,36,27,67,25,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,POR,21,CEDRIC,CEDRIC 21,DF,28,39,72,28,90,,,,3,2,21,CEDRIC,"98'08""",10382,3448,4402,22,5,15,37,30.17,64,28,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,POR,16,BRUNO FERNANDES,BRUNO FERNANDES 16,MF,11,15,73,15,20,,2,0,,,16,BRUNO FERNANDES,"25'47""",2960,771,1458,38,19,2,17,27.9,63,26,7,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,POR,18,GELSON MARTINS,GELSON MARTINS 18,FW,8,9,89,11,31,,,,,1,18,GELSON MARTINS,"36'26""",3927,1071,1756,49,27,6,26,25.92,69,21,6,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,POR,23,ADRIEN SILVA,ADRIEN SILVA 23,MF,2,5,40,4,1,,,,1,,23,ADRIEN SILVA,"6'46""",824,197,404,32,17,,3,20.99,59,28,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,MAR,12,EL KAJOUI,Monir EL KAJOUI 12,GK,11,20,55,11,90,,,,,1,12,EL KAJOUI,"98'08""",4047,1507,1497,,,,,15.8,94,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,MAR,2,HAKIMI,Achraf HAKIMI 2,DF,31,43,72,34,90,,,,1,,2,HAKIMI,"98'08""",209,3998,3750,37,11,1,52,30.6,67,25,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,MAR,4,DA COSTA,Manuel DA COSTA 4,DF,34,44,77,30,90,,1,0,,,4,DA COSTA,"98'08""",9087,3355,3394,25,10,5,15,25.38,72,23,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,MAR,5,BENATIA,Mehdi BENATIA 5,DF,28,34,82,18,90,,4,1,4,1,5,BENATIA,"98'08""",9784,3527,3600,27,11,5,26,27.43,71,24,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,MAR,7,ZIYACH,Hakim ZIYACH 7,MF,37,54,69,50,90,,4,1,2,1,7,ZIYACH,"98'08""",228,4182,3630,65,33,4,51,29.92,71,19,6,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,MAR,8,EL AHMADI,Karim EL AHMADI 8,MF,37,47,79,25,86,,1,0,3,,8,EL AHMADI,"88'21""",9530,3595,3870,43,15,,31,30.17,67,25,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,MAR,10,BELHANDA,Younes BELHANDA 10,MF,32,41,78,40,75,,3,2,2,2,10,BELHANDA,"77'48""",8436,3403,3227,62,30,5,21,26.1,68,24,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,MAR,13,BOUTAIB,Khalid BOUTAIB 13,FW,12,16,75,11,69,,1,0,2,2,13,BOUTAIB,"72'00""",7970,3085,3088,81,50,17,33,28.37,66,25,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,MAR,14,BOUSSOUFA,Mbark BOUSSOUFA 14,MF,48,59,81,45,90,,1,0,4,3,14,BOUSSOUFA,"98'08""",1780,4692,4285,59,27,6,58,28.8,59,29,8,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,MAR,16,N. AMRABAT,Noureddine AMRABAT 16,MF,24,33,73,37,90,,,,1,6,16,N. AMRABAT,"98'08""",139,4123,3341,70,40,8,35,32.4,68,25,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,MAR,17,DIRAR,Nabil DIRAR 17,DF,48,52,92,38,90,,1,0,2,1,17,DIRAR,"98'08""",208,4109,3608,38,12,1,37,27,69,23,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,MAR,9,EL KAABI,Ayoub EL KAABI 9,FW,2,3,67,5,22,,,,,1,9,EL KAABI,"26'08""",2639,1344,643,76,51,16,9,31.97,69,24,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,MAR,11,FAJR,Faycal FAJR 11,MF,11,13,85,7,4,,,,1,,11,FAJR,"9'47""",1248,513,302,56,29,5,6,22.86,56,29,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,MAR,23,CARCELA,Mehdi CARCELA 23,MF,4,7,57,8,15,,,,1,,23,CARCELA,"20'20""",2038,941,441,72,51,17,12,28.12,72,21,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,IRN,1,BEIRANVAND,Ali BEIRANVAND 1,GK,5,20,25,4,90,,,,,1,1,BEIRANVAND,"97'17""",3616,788,1631,,,,,16.7,97,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,IRN,3,HAJI SAFI,Ehsan HAJI SAFI 3,DF,16,20,80,15,69,,,,,,3,HAJI SAFI,"71'55""",7225,1613,3944,20,10,1,12,23.58,67,28,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,IRN,6,EZATOLAHI,Saeid EZATOLAHI 6,MF,20,24,83,16,90,,,,1,3,6,EZATOLAHI,"97'17""",10813,2330,6369,24,10,3,14,24.12,61,32,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,IRN,8,POURALIGANJI,Morteza POURALIGANJI 8,DF,14,15,93,10,90,,,,,,8,POURALIGANJI,"97'17""",9022,2188,4809,11,7,3,24,26.28,71,25,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,IRN,9,EBRAHIMI,Omid EBRAHIMI 9,MF,19,24,79,10,90,,,,4,,9,EBRAHIMI,"97'17""",10825,2379,6418,29,11,3,29,27.22,64,27,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,IRN,10,ANSARIFARD,Karim ANSARIFARD 10,FW,9,12,75,10,74,,2,0,1,,10,ANSARIFARD,"77'08""",8624,1943,4940,31,15,3,32,29.92,60,32,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,IRN,11,AMIRI,Vahid AMIRI 11,MF,17,21,81,14,86,,1,0,1,5,11,AMIRI,"88'51""",10497,2485,6158,27,12,1,48,29.23,61,29,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,IRN,17,TAREMI,Mehdi TAREMI 17,FW,9,16,56,17,90,,2,0,1,3,17,TAREMI,"97'17""",10850,2653,6092,38,19,6,37,28.58,62,29,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,IRN,19,M.HOSSEINI,Majid HOSSEINI 19,DF,13,16,81,15,90,,,,1,,19,M.HOSSEINI,"97'17""",8527,2003,4865,9,6,2,6,22.86,71,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,IRN,20,AZMOUN,Sardar AZMOUN 20,FW,6,15,40,15,90,,,,4,1,20,AZMOUN,"97'17""",9818,2520,5190,45,22,9,32,32.62,67,27,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,IRN,23,REZAEIAN,Ramin REZAEIAN 23,DF,14,22,64,14,90,,,,,1,23,REZAEIAN,"97'17""",10457,2735,5682,16,5,,45,30.6,64,27,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,IRN,5,MOHAMMADI,Milad MOHAMMADI 5,DF,4,6,67,5,21,,,,,,5,MOHAMMADI,"25'22""",2577,830,1276,11,2,,15,28.12,67,23,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,IRN,14,GHODDOS,Saman GHODDOS 14,FW,0,0,0,0,4,,,,1,,14,GHODDOS,"8'26""",1076,332,606,41,22,3,7,23.76,52,35,8,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,IRN,18,JAHANBAKHSH,Alireza JAHANBAKHSH 18,FW,6,8,75,7,17,,,,,,18,JAHANBAKHSH,"20'09""",2469,806,1271,40,24,3,21,27.43,62,23,9,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,ESP,1,DE GEA,David DE GEA 1,GK,24,24,100,9,90,,,,,,1,DE GEA,"97'17""",2850,1299,692,,,,,12.38,98,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,ESP,2,CARVAJAL,Dani CARVAJAL 2,DF,59,62,95,53,90,,1,0,2,1,2,CARVAJAL,"97'17""",51,5104,2840,56,35,2,44,24.48,68,24,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,ESP,3,PIQUE,Gerard PIQUE 3,DF,67,74,91,49,90,,1,0,1,1,3,PIQUE,"97'17""",8805,4199,2610,42,15,8,30,27,76,18,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,ESP,5,BUSQUETS,Sergio BUSQUETS 5,MF,93,101,92,87,90,,1,1,2,5,5,BUSQUETS,"97'17""",192,5006,3043,58,29,6,19,27.9,66,27,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,ESP,6,INIESTA,Andres INIESTA 6,MF,71,83,86,76,71,,,,3,,6,INIESTA,"73'18""",7748,4345,1710,68,45,3,14,23.04,64,31,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,ESP,11,VAZQUEZ,Lucas VAZQUEZ 11,FW,22,36,61,41,79,,,,2,3,11,VAZQUEZ,"82'10""",9859,5304,2427,73,52,11,45,27.68,57,33,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,ESP,15,RAMOS,Sergio RAMOS 15,DF,91,98,93,80,90,,2,0,1,1,15,RAMOS,"97'17""",9739,5009,2516,46,22,8,23,27.18,69,25,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,ESP,18,ALBA,Jordi ALBA 18,DF,76,87,87,77,90,,,,1,,18,ALBA,"97'17""",632,5593,2725,55,34,2,38,27.68,62,31,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,ESP,19,COSTA,Diego COSTA 19,FW,11,13,85,16,89,1,3,1,1,,19,COSTA,"91'25""",8441,4655,1858,84,62,23,24,29.48,75,19,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,ESP,21,D. SILVA,David SILVA 21,FW,71,79,90,76,90,,5,1,1,,21,D. SILVA,"97'17""",755,5824,2789,68,43,8,31,27.22,66,26,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,ESP,22,ISCO,ISCO 22,MF,98,109,90,113,90,,4,0,,2,22,ISCO,"97'17""",481,5945,2435,64,41,3,42,25.2,66,25,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,ESP,8,KOKE,KOKE 8,MF,28,31,90,28,19,,,,,,8,KOKE,"23'59""",3007,1457,1014,50,18,,9,27.68,58,28,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,ESP,9,RODRIGO,RODRIGO 9,FW,1,1,100,2,1,,,,,1,9,RODRIGO,"5'52""",802,256,373,85,56,22,6,29.48,58,24,11,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,ESP,20,ASENSIO,Marco ASENSIO 20,MF,6,7,86,11,11,,,,,,20,ASENSIO,"15'07""",1966,965,672,72,46,6,14,27,56,30,10,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21,FRA,1,LLORIS,Hugo LLORIS 1,GK,17,24,71,8,90,,,,,,1,LLORIS,"96'33""",4319,1560,1800,,,,,14.72,93,6,1,,,,,,,2,,,,,1/0,1,0,,,,,,,,,,"96'33""",93,6,1,,,4319,3284,927,87,19,2,14.72,
21,21,FRA,2,PAVARD,Benjamin PAVARD 2,DF,34,41,83,35,90,,,,2,1,2,PAVARD,"96'33""",9656,3426,4379,29,12,,38,29.7,69,25,4,2,,,,,,,,,,2,3/0,3,0,1/0,1,0,0,1,,,4,5,"96'33""",69,25,4,2,,9656,3602,4148,1185,541,180,29.7,38
21,21,FRA,4,VARANE,Raphael VARANE 4,DF,33,38,87,23,90,,1,0,,,4,VARANE,"96'33""",8826,2945,3935,17,7,4,12,22.14,71,26,2,1,,,1,,,,,,,,6/0,6,0,3/0,3,0,,,,,5,6,"96'33""",71,26,2,1,,8826,3547,4210,792,241,36,22.14,12
21,21,FRA,5,UMTITI,Samuel UMTITI 5,DF,25,29,86,17,90,,,,1,2,5,UMTITI,"96'33""",8648,2840,3963,16,5,3,13,24.48,73,23,3,1,,,,,,,,,,1,1/0,1,0,,,,0,1,,,3,3,"96'33""",73,23,3,1,,8648,3699,3850,839,195,65,24.48,13
21,21,FRA,6,POGBA,Paul POGBA 6,MF,46,60,77,48,89,,1,0,2,3,6,POGBA,"90'47""",9670,3535,4301,40,14,5,22,25.92,66,26,7,1,,,1,,,,1,,,2,5/1,5,1,2/0,2,0,0,1,1,1,1,2,"90'47""",66,26,7,1,,9670,3424,4253,1502,417,74,25.92,22
21,21,FRA,7,GRIEZMANN,Antoine GRIEZMANN 7,FW,22,34,65,24,80,,2,1,,,7,GRIEZMANN,"81'30""",9494,3637,4160,61,29,5,27,30.82,63,28,6,2,1,,2,,,,,,,,1/2,1,2,3/0,3,0,1,0,1,0,,,"81'30""",63,28,6,2,1,9494,3190,4194,1413,480,217,30.82,27
21,21,FRA,9,GIROUD,Olivier GIROUD 9,FW,13,21,62,20,90,,2,0,1,1,9,GIROUD,"96'33""",9387,3446,3644,70,38,11,28,28.8,72,21,4,2,1,,2,,,,,,,1,,,,1/1,1,1,,,3,1,2,2,"96'33""",72,21,4,2,1,9387,3891,3473,1268,536,219,28.8,28
21,21,FRA,10,MBAPPE,Kylian MBAPPE 10,FW,21,29,72,29,75,1,2,2,,2,10,MBAPPE,"76'36""",7363,2805,2982,56,29,6,33,30.6,74,20,3,2,1,1,2,,,,,,,,2/1,2,1,3/1,3,1,,,,,,,"76'36""",74,20,3,2,1,7363,3213,2575,898,446,231,30.6,33
21,21,FRA,13,KANTE,Ngolo KANTE 13,MF,46,55,84,36,90,,,,1,,13,KANTE,"96'33""",10552,3604,5140,37,9,1,34,29.02,63,29,6,2,,,,,,,,,,1,3/1,3,1,,,,,,2,1,3,3,"96'33""",63,29,6,2,,10552,3090,4881,1866,614,101,29.02,34
21,21,FRA,14,MATUIDI,Blaise MATUIDI 14,MF,27,37,73,32,90,,1,0,4,1,14,MATUIDI,"96'33""",10370,3730,4475,49,22,5,42,27.43,67,25,5,2,1,,1,,,,1,,,4,3/1,3,1,,,,1,0,0,1,,,"96'33""",67,25,5,2,1,10370,3628,4090,1564,743,345,27.43,42
21,21,FRA,21,HERNANDEZ,Lucas HERNANDEZ 21,DF,19,25,76,26,90,,2,1,,2,21,HERNANDEZ,"96'33""",9861,3366,4420,29,12,1,33,29.02,68,25,4,2,1,,2,,,,,,,,6/1,6,1,,,,1,1,0,2,3,3,"96'33""",68,25,4,2,1,9861,3548,4142,1355,532,284,29.02,33
21,21,FRA,11,DEMBELE,Ousmane DEMBELE 11,FW,6,10,60,8,15,,1,0,,,11,DEMBELE,"19'57""",2284,840,824,59,27,4,13,29.92,66,23,7,3,1,,1,,,,,,,,,,,0/3,0,3,,,1,1,,,"19'57""",66,23,7,3,1,2284,752,787,441,190,114,29.92,13
21,21,FRA,15,NZONZI,Steven NZONZI 15,MF,0,0,0,0,1,,,,,,15,NZONZI,"5'46""",692,202,262,50,30,20,3,25.2,61,29,7,2,1,,,,,,,,,,,,,,,,,,,,,,"5'46""",61,29,7,2,1,692,213,300,121,40,18,25.2,3
21,21,FRA,18,FEKIR,Nabil FEKIR 18,FW,2,2,100,5,10,,,,,3,18,FEKIR,"15'03""",1654,510,716,56,28,5,9,26.28,63,27,6,3,1,,,,,,,,,,2/0,2,0,1/0,1,0,,,,,,,"15'03""",63,27,6,3,1,1654,459,723,278,151,43,26.28,9
21,21,PER,1,GALLESE,Pedro GALLESE 1,GK,11,20,55,2,90,,,,,,1,GALLESE,"96'33""",2964,932,1194,,,,,15.44,95,4,1,,,,,,,3,,,,,,,,,,,,,,,,,"96'33""",95,4,1,,,2964,2123,666,143,29,3,15.44,
21,21,PER,2,A. RODRIGUEZ,Alberto RODRIGUEZ 2,DF,24,26,92,19,45,,,,2,,2,A. RODRIGUEZ,"47'06""",4623,1701,2065,18,4,3,10,28.37,71,24,4,1,,,,,,,,,,2,2/0,2,0,,,,,,,,,,"47'06""",71,24,4,1,,4623,1936,1943,489,163,92,28.37,10
21,21,PER,6,TRAUCO,Miguel TRAUCO 6,DF,48,69,70,54,90,,,,1,,6,TRAUCO,"96'33""",9836,3903,3970,30,11,,39,26.28,68,24,6,2,,,,,,,,,,1,8/1,8,1,2/0,2,0,3,1,,,1,1,"96'33""",68,24,6,2,,9836,3444,4018,1545,642,187,26.28,39
21,21,PER,8,CUEVA,Christian CUEVA 8,MF,36,43,84,39,82,,1,0,,,8,CUEVA,"83'47""",9371,3868,3592,61,30,3,35,27.43,64,27,7,2,,,1,,,,,,,,1/2,1,2,2/2,2,2,,,,,1,2,"83'47""",64,27,7,2,,9371,3098,4013,1531,589,140,27.43,35
21,21,PER,9,GUERRERO,Paolo GUERRERO 9,FW,17,28,61,26,90,,2,2,2,2,9,GUERRERO,"96'33""",8741,3688,3046,77,42,10,29,25.74,74,20,5,1,,,2,,1,,1,,,2,1/0,1,0,0/1,0,1,,,1,0,,,"96'33""",74,20,5,1,,8741,3752,3358,1064,477,90,25.74,29
21,21,PER,15,RAMOS,Christian RAMOS 15,DF,38,43,88,33,90,,,,,,15,RAMOS,"96'33""",9341,3531,3721,20,5,2,25,28.8,73,22,4,1,,,,,,,,,,,6/0,6,0,,,,1,0,,,4,4,"96'33""",73,22,4,1,,9341,3928,3721,1177,391,124,28.8,25
21,21,PER,17,ADVINCULA,Luis ADVINCULA 17,DF,43,52,83,47,90,,1,0,,4,17,ADVINCULA,"96'33""",9167,3496,3722,32,12,,34,31.97,73,21,3,2,1,,1,,,,,,,,8/0,8,0,3/0,3,0,1,1,,,2,3,"96'33""",73,21,3,2,1,9167,3680,3558,1082,549,298,31.97,34
21,21,PER,18,CARRILLO,Andre CARRILLO 18,FW,34,45,76,47,90,,1,0,2,1,18,CARRILLO,"96'33""",12,4227,3675,60,30,6,43,27.68,67,26,4,2,1,,1,,,,,,,2,0/2,0,2,,,,0,2,2,2,,,"96'33""",67,26,4,2,1,10012,3575,4255,1307,654,221,27.68,43
21,21,PER,19,YOTUN,Yoshimar YOTUN 19,MF,30,33,91,29,45,,1,0,1,1,19,YOTUN,"47'06""",5743,2245,2575,38,12,,17,27.9,59,31,8,2,,,1,,,,,,,1,3/0,3,0,,,,1,1,,,,,"47'06""",59,31,8,2,,5743,1665,2599,1091,304,84,27.9,17
21,21,PER,20,FLORES,Edison FLORES 20,FW,41,53,77,41,90,,2,0,2,,20,FLORES,"96'33""",1019,4635,4118,51,20,4,35,26.64,63,29,5,2,1,,2,,,,,,,2,5/1,5,1,1/0,1,0,,,0,2,,,"96'33""",63,29,5,2,1,11019,3661,4903,1568,656,231,26.64,35
21,21,PER,23,AQUINO,Pedro AQUINO 23,MF,63,70,90,49,90,,1,0,3,,23,AQUINO,"96'33""",834,4202,4578,39,10,2,38,27.43,63,29,6,2,,,1,,,,1,,,3,6/0,6,0,,,,0,1,,,2,4,"96'33""",63,29,6,2,,10834,3368,4908,1668,679,211,27.43,38
21,21,PER,4,SANTAMARIA,Anderson SANTAMARIA 4,DF,31,32,97,28,45,,,,,,4,SANTAMARIA,"49'27""",4173,1561,1585,23,4,1,8,26.82,75,20,4,1,,,,,,,,,,,3/0,3,0,,,,,1,,,0,1,"49'27""",75,20,4,1,,4173,1753,1728,524,126,42,26.82,8
21,21,PER,10,FARFAN,Jefferson FARFAN 10,FW,14,16,88,15,45,,1,0,2,1,10,FARFAN,"49'27""",4812,2095,1515,66,34,5,12,25.92,69,24,6,1,,,1,,,,,,,2,,,,1/1,1,1,2,0,,,1,2,"49'27""",69,24,6,1,,4812,1741,2097,704,203,67,25.92,12
21,21,PER,11,RUIDIAZ,Raul RUIDIAZ 11,FW,1,2,50,2,8,,,,,,11,RUIDIAZ,"12'46""",1362,662,305,83,62,8,6,25.2,67,25,6,2,,,,,,,,,,,,,,,,,,,,,,,"12'46""",67,25,6,2,,1362,478,549,233,85,17,25.2,6
22,22,DEN,1,SCHMEICHEL,Kasper SCHMEICHEL 1,GK,21,25,84,7,90,,,,,,1,SCHMEICHEL,"95'17""",3804,1299,1660,,,,1,14.4,95,5,,,,,,,,4,,,,,3/0,3,0,2/0,2,0,,,,,1,1,"95'17""",95,5,,,,3804,2966,749,71,18,,14.4,1
22,22,DEN,4,KJAER,Simon KJAER 4,DF,62,68,91,54,90,,,,,,4,KJAER,"95'17""",9311,3441,4185,14,5,2,22,27.22,73,22,4,1,,,,,,,,,,,11/0,11,0,1/0,1,0,0,3,,,4,5,"95'17""",73,22,4,1,,9311,4128,3685,962,341,195,27.22,22
22,22,DEN,6,CHRISTENSEN,Andreas CHRISTENSEN 6,DF,70,71,99,61,90,,,,,,6,CHRISTENSEN,"95'17""",9122,3391,4218,16,5,2,22,29.02,68,27,4,1,,,,,,,,,,,7/0,7,0,,,,,,,,6,6,"95'17""",68,27,4,1,,9122,3417,4219,919,411,156,29.02,22
22,22,DEN,8,DELANEY,Thomas DELANEY 8,MF,32,39,82,36,90,,1,0,2,,8,DELANEY,"95'17""",11586,4418,5405,44,19,5,42,31.72,60,31,6,2,1,,1,,,,,,,2,4/1,4,1,1/0,1,0,0,3,,,2,2,"95'17""",60,31,6,2,1,11586,3616,5285,1728,694,263,31.72,42
22,22,DEN,9,N. JORGENSEN,Nicolai JORGENSEN 9,FW,12,14,86,15,68,,1,0,,,9,N. JORGENSEN,"69'41""",7643,3061,3423,75,45,9,32,30.82,62,31,4,2,1,,1,1,,,,,,,2/2,2,2,1/1,1,1,,,,,1,1,"69'41""",62,31,4,2,1,7643,2435,3637,809,473,289,30.82,32
