1,2,5,7,8,9,10,11,13,17,22,4,19
,1,2,,5,1,2,,1,,1,,
2,,3,1,1,2,6,1,,3,8,2,1
1,4,,1,10,6,3,5,1,5,2,3,
,,1,,,2,,,2,,1,,
,2,7,1,,4,4,7,5,2,,1,
,,2,1,6,,3,3,,1,,,1
3,,4,2,7,4,,8,7,6,5,2,
,1,4,1,1,2,3,,,4,,2,
,,,2,1,8,5,2,,1,7,2,
,5,3,,5,3,4,,1,,3,,
1,11,3,2,1,,7,2,6,4,,1,
,1,1,,3,3,5,,1,,3,,
,,,,1,,,,,,,1,
