1,2,4,5,9,13,15,16,17,18,22,7,10
,1,,,,,8,1,1,,13,,1
1,,8,,,5,1,7,3,1,8,4,
,5,,9,1,6,9,8,5,4,3,6,6
,,7,,6,3,9,11,,2,2,9,3
,1,2,2,,,2,4,,1,,1,
,2,3,1,1,,1,3,3,3,1,2,1
1,1,9,12,6,1,,17,6,2,11,11,1
,7,15,11,2,7,12,,13,6,7,7,1
1,4,9,1,2,1,7,9,,,9,,
,1,3,1,1,,1,,2,,1,1,
2,9,4,1,,4,24,4,9,1,,4,2
,6,8,8,1,7,5,10,,,2,,6
,3,3,3,1,,,2,,,1,9,
