1,3,4,5,7,8,13,14,15,19,23,2,11
,6,1,6,3,2,5,2,2,1,3,,
4,,1,5,1,3,3,,3,2,3,1,
1,3,,1,7,5,6,6,13,6,3,,1
5,5,4,,7,2,3,,5,,,,1
1,1,8,7,,4,1,1,5,6,,,3
,1,8,1,,,2,2,1,1,,2,1
1,1,3,,1,7,,1,2,5,6,,
,,4,2,4,1,1,,3,,4,,
1,8,14,6,4,1,3,,,5,4,,1
,3,8,1,4,1,4,2,4,,3,,
,4,3,,,6,10,1,3,10,,,
,,,,,,2,,,,,,
,,1,1,1,1,,,,,,,
