1,2,5,8,10,11,13,14,19,20,23,9,18
,4,1,,1,3,,,1,13,1,,1
2,,3,1,4,14,,2,1,10,13,3,
1,1,,2,5,4,4,,,10,1,,2
1,6,2,,6,10,8,3,1,5,8,1,4
1,5,,10,,9,5,1,2,3,6,,1
1,15,4,12,17,,3,1,,8,11,1,3
1,2,6,7,3,4,,2,3,,3,2,7
,1,,1,3,1,,,,1,2,,
,3,,1,4,,1,,,,1,,1
4,12,10,10,2,16,1,1,,,3,,
,6,,8,3,9,5,2,,5,,,6
,,,,1,1,1,,,,1,,
,,1,4,1,2,4,,1,,6,,
