22,2,3,4,6,7,10,11,13,16,23,9,15
,4,5,1,1,,6,2,,3,,,
4,,1,2,5,1,,,,,,,
3,2,,2,2,,8,1,,,,,
,1,,,5,1,,8,3,8,,,1
,,4,3,,7,4,1,4,2,3,1,
,,,,3,,8,,5,3,,,
2,4,5,1,8,13,,1,5,2,7,1,3
,,,2,1,1,1,,4,1,,,
,,1,3,2,3,3,1,,4,1,,1
,1,,3,7,4,1,,4,,3,,3
,2,2,2,4,3,7,,,,,,
,,,,,,2,,1,,,,1
,,,,,,1,,,2,2,2,
