1,5,10,11,14,15,17,18,19,21,22,4,9,20
,,,,1,3,2,2,2,4,2,3,,
,,1,2,7,,3,4,5,12,5,,,
,,,1,2,,2,1,15,,1,,3,1
,,1,,7,4,8,2,8,1,3,,1,
1,4,7,6,,,13,4,4,,6,2,,
2,,1,5,2,,,7,9,8,8,1,3,4
4,7,6,6,13,,,5,8,,7,,,
,,4,4,3,9,4,,6,1,5,,,2
,1,11,4,6,12,5,9,,4,11,,1,1
2,14,,,1,12,1,3,3,,6,2,,
,7,5,3,9,8,6,8,13,5,,,1,
,,,,,,5,1,2,1,3,,,
,,3,,,,,2,1,,1,,,
,,,,,2,,1,2,,,,,
