12,2,3,4,6,8,9,10,11,16,17,19,20,21
,2,2,1,1,2,4,1,,,,,,1
,,5,,4,9,2,3,7,7,5,,5,2
1,14,,10,4,2,1,,2,2,5,1,,1
3,1,13,,12,1,1,,4,,1,,,1
,3,1,8,,3,1,15,14,,2,,7,
,7,1,2,,,,5,1,1,2,1,,1
,,,,,2,,1,3,,,,,
,3,,2,4,2,3,,5,,3,,5,
,8,2,4,8,2,1,6,,1,3,,,
,6,,,,3,,1,,,,,,
1,3,6,4,8,1,1,2,7,1,,,1,
,1,,,1,,,1,,,1,,,
,3,,1,4,,,2,2,,1,,,1
,,,,,1,,,,,,1,1,
