1,2,5,7,8,9,10,13,17,18,22,3,23
,,,,4,2,,,1,1,8,1,1
2,,2,,5,2,2,2,3,,1,,
3,6,,,11,3,6,,3,2,1,,1
,,1,,1,1,4,,,1,1,,
,3,7,1,,8,9,2,6,5,1,,1
,,4,1,9,,2,,4,3,,1,
2,,5,5,9,9,,1,8,4,2,,2
,1,,,1,2,5,,3,,1,,1
1,1,2,,7,4,9,3,,6,3,,2
,,2,2,3,3,7,,3,,,,
4,2,3,1,1,,6,1,3,1,,,
,,,,,,,,,,,,
,,1,,1,4,1,,1,1,,,
