1,2,4,7,8,10,11,17,18,20,21,9,15,16
,5,,1,,1,3,7,13,1,4,,,
,,1,4,6,9,10,1,15,4,8,1,5,4
2,,,17,8,3,2,16,6,8,8,,,2
,3,4,,4,3,3,3,4,4,2,,1,6
,4,7,1,,7,2,5,3,3,3,,,
,4,4,7,3,,2,1,3,3,4,,,
,8,2,3,4,4,,1,,3,1,,2,1
16,2,20,5,,2,,,8,7,13,,,3
12,21,2,,5,2,2,6,,9,16,,,1
,4,6,4,3,9,6,9,4,,8,,1,3
,11,12,5,8,1,3,12,13,8,,,,2
,,,,,,,,,1,,,,
,3,,1,,,,,,1,,,,
,2,1,3,,,2,2,1,4,1,,2,
