1,2,3,4,5,6,8,9,10,14,18,11,19,21
,2,2,8,6,,1,4,,,2,1,1,
2,,,4,,,7,3,1,1,9,,,
1,1,,1,6,1,4,5,5,6,1,1,,1
5,5,2,,7,,1,4,,1,2,,3,2
4,,3,4,,8,2,2,2,4,1,,,
,5,1,3,4,,6,,3,3,2,1,5,1
,3,2,,1,4,,3,5,4,5,,1,
,1,1,,,1,4,,6,1,,,,
,2,2,1,,3,3,3,,7,2,1,2,
1,,6,,2,7,3,5,7,,1,3,,1
1,5,,,,4,6,2,,2,,,4,
,,2,,,,,,2,1,,,,
,1,1,2,,2,,,2,1,2,,,1
,1,2,2,,,,,,2,,,,
