1,4,6,11,14,15,16,18,19,21,22,9,17,20
,3,3,,1,4,,1,,3,3,2,,
10,,1,4,4,4,6,3,1,2,5,1,4,1
,,,,2,3,7,10,2,14,1,2,6,4
,3,1,,1,1,1,2,,7,6,,1,
,3,6,3,,,3,7,4,2,5,,,
2,12,2,4,4,,7,12,,2,7,4,4,
1,2,12,3,11,4,,3,1,5,7,,9,1
2,1,9,1,4,21,4,,1,4,,,15,4
,,3,,2,,2,,,1,,,1,
1,1,13,5,3,1,5,10,5,,2,3,7,2
1,11,1,11,3,2,11,1,2,5,,3,6,4
,,1,,,,,1,,5,,,1,1
,5,11,3,,10,6,11,1,8,6,1,,4
,,2,,,1,2,1,,3,1,2,6,
