12,2,3,4,5,6,14,15,16,21,23,7,9
,,,1,,1,,1,5,3,1,,1
,,,,,1,4,3,3,,,,1
,,,1,,2,3,1,3,7,4,,1
,2,,,5,2,1,1,3,1,,,1
2,,4,1,,2,1,3,1,1,1,,
,3,6,1,2,,6,2,4,1,2,,
,4,3,,2,4,,3,2,1,,,1
1,8,1,3,,3,1,,6,,1,,
,3,1,,,1,4,,,4,,,
,,5,,,3,1,,3,,,,
,,7,,,2,,,1,2,,1,
,,,,,,,,,,,,1
,1,1,,,,,1,,,,,
