1,2,3,4,5,6,8,10,11,14,19,9,12,18
,1,1,7,6,,1,,,,,1,1,
,,1,12,,5,14,1,5,2,3,1,2,6
,,,,8,7,8,3,4,21,2,1,2,2
5,6,1,,17,12,2,1,,3,2,,4,
3,2,11,7,,12,7,2,3,14,1,1,7,6
,8,6,5,6,,4,5,4,13,20,,,4
,11,8,3,3,6,,6,3,6,7,,,3
,,7,2,1,2,4,,2,6,1,1,1,3
,3,4,1,1,3,3,5,,6,1,1,,
,2,15,1,12,11,9,12,7,,4,,7,1
,5,3,4,5,11,5,2,2,6,,,,
,1,1,,,,,,,1,,,,
,4,1,3,6,,1,4,,4,,,,3
,5,,2,2,2,3,2,1,5,,,3,
