1,2,3,4,5,6,7,8,9,10,11,13,17,20
,1,2,4,3,1,2,,7,,1,1,1,1
5,,8,4,3,1,,3,1,1,1,1,,
2,6,,1,4,,2,4,1,,1,,,1
5,4,1,,9,6,,3,3,3,2,2,,
1,2,2,10,,3,2,1,6,9,9,,2,2
2,6,4,5,4,,3,1,2,2,2,1,,
,3,1,,1,1,,6,5,5,4,1,1,2
1,1,,3,,2,2,,,3,,,,
1,,2,,1,4,4,,,1,2,,,
,,1,1,10,6,1,,1,,5,,,2
,,1,1,4,3,1,2,3,4,,,,1
2,,,,,,2,,,,,,1,
,,,1,1,,,,,2,,,,1
,,,2,,2,2,,,,1,1,3,
