1,2,5,7,8,9,10,13,17,18,22,19,20
,2,4,,,3,4,1,1,,4,,
2,,4,,,,4,,6,1,4,,2
2,3,,1,6,4,5,1,13,5,2,,2
,1,1,,,3,2,5,2,,1,,
,,2,2,,3,4,,3,1,,,
,,1,1,4,,3,1,3,5,,,
1,2,3,6,3,5,,7,5,2,2,3,3
2,,1,7,,9,3,,3,1,3,,1
1,4,10,5,5,,11,4,,1,5,,1
,,2,1,1,3,5,3,1,,1,,
2,6,5,1,,,5,4,4,,,,1
,,,,,1,2,,,,,,
,,,,,1,2,1,3,,,,
