key,p_x,p_y
44BIH.X9,,
44BIH.X11,,
44BIH.X14,,
44BIH.X15,,
44BIH.X21,,
44BIH.X6,,
44BIH.X19,,
44BIH.X23,,
44IRN.X12,,
44IRN.X3,,
44IRN.X4,,
44IRN.X5,,
44IRN.X6,,
44IRN.X7,,
44IRN.X14,,
44IRN.X15,,
44IRN.X16,,
44IRN.X21,,
44IRN.X23,,
44IRN.X2,,
44IRN.X9,,
44IRN.X10,,
45USA.X1,6,3
45USA.X3,4.5,2.16
45USA.X4,2.5,3.83
45USA.X5,4.5,3.83
45USA.X7,3.5,4.5
45USA.X8,1.5,3
45USA.X13,2.3,2.1
45USA.X14,3,3.9
45USA.X15,3.5,3.1
45USA.X19,3,2.1
45USA.X23,3.5,1.5
45USA.X2,3,6
45USA.X11,3.5,6
45GER.X1,0.5,3
45GER.X4,3,1.5
45GER.X5,1.5,2.1
45GER.X7,4,2.6
45GER.X8,4,3.5
45GER.X10,4,1.5
45GER.X13,5,3.6
45GER.X16,3,3.2
45GER.X17,1.5,3.83
45GER.X18,3.5,2.2
45GER.X20,3,4.5
45GER.X9,2.875,0
45GER.X11,3.25,0
45GER.X19,3.625,0
46POR.X22,,
46POR.X2,,
46POR.X3,,
46POR.X4,,
46POR.X6,,
46POR.X7,,
46POR.X8,,
46POR.X11,,
46POR.X17,,
46POR.X20,,
46POR.X21,,
46POR.X1,,
46POR.X10,,
46POR.X18,,
46GHA.X16,,
46GHA.X3,,
46GHA.X7,,
46GHA.X8,,
46GHA.X10,,
46GHA.X17,,
46GHA.X18,,
46GHA.X19,,
46GHA.X20,,
46GHA.X21,,
46GHA.X23,,
46GHA.X6,,
46GHA.X13,,
46GHA.X22,,
47KOR.X21,,
47KOR.X3,,
47KOR.X5,,
47KOR.X9,,
47KOR.X12,,
47KOR.X13,,
47KOR.X14,,
47KOR.X16,,
47KOR.X17,,
47KOR.X18,,
47KOR.X20,,
47KOR.X7,,
47KOR.X11,,
47KOR.X19,,
47BEL.X1,,
47BEL.X5,,
47BEL.X8,,
47BEL.X11,,
47BEL.X14,,
47BEL.X15,,
47BEL.X16,,
47BEL.X18,,
47BEL.X19,,
47BEL.X20,,
47BEL.X21,,
47BEL.X10,,
47BEL.X17,,
47BEL.X22,,
48ALG.X23,,
48ALG.X4,,
48ALG.X5,,
48ALG.X6,,
48ALG.X10,,
48ALG.X11,,
48ALG.X12,,
48ALG.X13,,
48ALG.X14,,
48ALG.X18,,
48ALG.X20,,
48ALG.X7,,
48ALG.X9,,
48ALG.X15,,
48RUS.X1,,
48RUS.X2,,
48RUS.X4,,
48RUS.X8,,
48RUS.X9,,
48RUS.X11,,
48RUS.X14,,
48RUS.X17,,
48RUS.X19,,
48RUS.X20,,
48RUS.X23,,
48RUS.X6,,
48RUS.X7,,
48RUS.X10,,
49BRA.X12,,
49BRA.X2,,
49BRA.X3,,
49BRA.X4,,
49BRA.X5,,
49BRA.X6,,
49BRA.X7,,
49BRA.X9,,
49BRA.X10,,
49BRA.X11,,
49BRA.X17,,
49BRA.X16,,
49BRA.X19,,
49BRA.X21,,
49CHI.X1,,
49CHI.X2,,
49CHI.X4,,
49CHI.X5,,
49CHI.X7,,
49CHI.X8,,
49CHI.X11,,
49CHI.X17,,
49CHI.X18,,
49CHI.X20,,
49CHI.X21,,
49CHI.X9,,
49CHI.X13,,
49CHI.X16,,
50COL.X1,,
50COL.X2,,
50COL.X3,,
50COL.X6,,
50COL.X7,,
50COL.X8,,
50COL.X9,,
50COL.X10,,
50COL.X11,,
50COL.X18,,
50COL.X21,,
50COL.X13,,
50COL.X15,,
50COL.X19,,
50URU.X1,,
50URU.X3,,
50URU.X6,,
50URU.X7,,
50URU.X10,,
50URU.X13,,
50URU.X16,,
50URU.X17,,
50URU.X20,,
50URU.X21,,
50URU.X22,,
50URU.X8,,
50URU.X11,,
50URU.X18,,
51NED.X1,,
51NED.X2,,
51NED.X3,,
51NED.X5,,
51NED.X6,,
51NED.X9,,
51NED.X10,,
51NED.X11,,
51NED.X12,,
51NED.X15,,
51NED.X20,,
51NED.X4,,
51NED.X19,,
51NED.X21,,
51MEX.X13,,
51MEX.X2,,
51MEX.X3,,
51MEX.X4,,
51MEX.X6,,
51MEX.X7,,
51MEX.X10,,
51MEX.X15,,
51MEX.X18,,
51MEX.X19,,
51MEX.X22,,
51MEX.X5,,
51MEX.X14,,
51MEX.X20,,
52CRC.X1,,
52CRC.X3,,
52CRC.X4,,
52CRC.X5,,
52CRC.X6,,
52CRC.X7,,
52CRC.X9,,
52CRC.X10,,
52CRC.X15,,
52CRC.X16,,
52CRC.X17,,
52CRC.X2,,
52CRC.X14,,
52CRC.X22,,
52GRE.X1,,
52GRE.X2,,
52GRE.X4,,
52GRE.X7,,
52GRE.X10,,
52GRE.X14,,
52GRE.X15,,
52GRE.X16,,
52GRE.X19,,
52GRE.X20,,
52GRE.X22,,
52GRE.X9,,
52GRE.X17,,
52GRE.X21,,
53FRA.X1,,
53FRA.X2,,
53FRA.X3,,
53FRA.X4,,
53FRA.X6,,
53FRA.X8,,
53FRA.X9,,
53FRA.X10,,
53FRA.X14,,
53FRA.X19,,
53FRA.X21,,
53FRA.X11,,
53FRA.X18,,
53NGA.X1,,
53NGA.X2,,
53NGA.X5,,
53NGA.X7,,
53NGA.X8,,
53NGA.X9,,
53NGA.X10,,
53NGA.X11,,
53NGA.X13,,
53NGA.X17,,
53NGA.X22,,
53NGA.X4,,
53NGA.X19,,
54GER.X1,0.5,3
54GER.X4,2.7,1.5
54GER.X7,3.5,3
54GER.X8,4.5,3.83
54GER.X13,5,3
54GER.X16,3,3.83
54GER.X17,2,4
54GER.X18,3,2.16
54GER.X19,4.5,2.16
54GER.X20,2,2.2
54GER.X21,2.7,4.5
54GER.X6,2.875,0
54GER.X9,3.25,0
54GER.X23,3.625,0
54ALG.X23,6,3
54ALG.X3,4.3,4.5
54ALG.X4,5,2.16
54ALG.X5,5,3.83
54ALG.X8,3.5,3.83
54ALG.X10,2,1.5
54ALG.X13,1.5,3
54ALG.X15,2,4.6
54ALG.X19,2,3
54ALG.X20,4.3,1.5
54ALG.X22,3.5,2.16
54ALG.X2,2.875,6
54ALG.X11,3.25,6
54ALG.X18,3.625,6
55ARG.X1,6,3
55ARG.X2,4.3,3.83
55ARG.X4,3.7,1.5
55ARG.X5,3.25,2.5
55ARG.X7,2.2,2.2
55ARG.X9,1.5,3
55ARG.X10,1.8,2.5
55ARG.X14,3.7,3
55ARG.X16,3.25,4.5
55ARG.X17,4.3,2.4
55ARG.X22,2.2,3.6
55ARG.X6,2.875,6
55ARG.X18,3.25,6
55ARG.X23,3.625,6
55SUI.X1,0.5,3
55SUI.X2,3,4.5
55SUI.X8,3.25,3
55SUI.X10,3.5,4.3
55SUI.X11,3,3.83
55SUI.X13,3,1.5
55SUI.X18,4.3,1.7
55SUI.X19,5,3
55SUI.X20,2.7,2.6
55SUI.X22,2.7,3.83
55SUI.X23,4.7,3.2
55SUI.X9,2.875,0
55SUI.X15,3.25,0
55SUI.X16,3.625,0
56BEL.X1,,
56BEL.X2,,
56BEL.X4,,
56BEL.X5,,
56BEL.X6,,
56BEL.X7,,
56BEL.X8,,
56BEL.X10,,
56BEL.X14,,
56BEL.X15,,
56BEL.X17,,
56BEL.X9,,
56BEL.X11,,
56BEL.X22,,
56USA.X1,,
56USA.X3,,
56USA.X4,,
56USA.X5,,
56USA.X7,,
56USA.X8,,
56USA.X11,,
56USA.X13,,
56USA.X19,,
56USA.X20,,
56USA.X23,,
56USA.X2,,
56USA.X16,,
56USA.X18,,
57BRA.X12,,
57BRA.X3,,
57BRA.X4,,
57BRA.X5,,
57BRA.X6,,
57BRA.X7,,
57BRA.X8,,
57BRA.X9,,
57BRA.X10,,
57BRA.X11,,
57BRA.X23,,
57BRA.X15,,
57BRA.X16,,
57BRA.X18,,
57COL.X1,,
57COL.X2,,
57COL.X3,,
57COL.X6,,
57COL.X7,,
57COL.X9,,
57COL.X10,,
57COL.X11,,
57COL.X13,,
57COL.X14,,
57COL.X18,,
57COL.X17,,
57COL.X19,,
57COL.X20,,
58FRA.X1,6,3
58FRA.X2,3.5,1.5
58FRA.X3,3.5,4.5
58FRA.X4,4.5,2.7
58FRA.X5,4.7,3.83
58FRA.X6,3.5,3
58FRA.X8,2,2.3
58FRA.X10,1.5,3
58FRA.X11,2,3.83
58FRA.X14,3,3.9
58FRA.X19,3,2.1
58FRA.X9,2.875,6
58FRA.X20,3.25,6
58FRA.X21,3.625,6
58GER.X1,0.5,3
58GER.X4,3,1.5
58GER.X5,1.5,2.1
58GER.X6,3.5,3.83
58GER.X7,3,3
58GER.X8,4.5,2.1
58GER.X11,5,3
58GER.X13,5,3.83
58GER.X16,3,4.5
58GER.X18,4,2.1
58GER.X20,1.5,3.83
58GER.X9,2.875,0
58GER.X19,3.25,0
58GER.X23,3.625,0
59NED.X1,,
59NED.X2,,
59NED.X3,,
59NED.X4,,
59NED.X5,,
59NED.X9,,
59NED.X10,,
59NED.X11,,
59NED.X15,,
59NED.X20,,
59NED.X21,,
59NED.X17,,
59NED.X19,,
59NED.X23,,
59CRC.X1,,
59CRC.X2,,
59CRC.X3,,
59CRC.X4,,
59CRC.X5,,
59CRC.X7,,
59CRC.X9,,
59CRC.X10,,
59CRC.X15,,
59CRC.X16,,
59CRC.X17,,
59CRC.X8,,
59CRC.X21,,
59CRC.X22,,
60ARG.X1,6,3
60ARG.X2,4.3,3.83
60ARG.X4,3.25,1.5
60ARG.X6,3.25,2.8
60ARG.X7,2.5,2.3
60ARG.X9,1.5,3
60ARG.X10,2,3
60ARG.X14,3.25,3.5
60ARG.X15,4.3,2.1
60ARG.X22,2.8,4.5
60ARG.X23,3.7,4.5
60ARG.X5,2.875,6
60ARG.X8,3.25,6
60ARG.X18,3.625,6
60BEL.X1,0.5,3
60BEL.X2,2.5,4.5
60BEL.X4,1.5,2.1
60BEL.X5,3,1.5
60BEL.X6,3,3
60BEL.X7,4.2,2.8
60BEL.X8,3.7,3.1
60BEL.X10,4,2.1
60BEL.X11,4,3.5
60BEL.X15,2.5,3.4
60BEL.X17,5,3
60BEL.X9,2.875,0
60BEL.X14,3.25,0
60BEL.X22,3.625,0
61BRA.X12,6,3
61BRA.X4,4.5,2.8
61BRA.X5,3.5,2.9
61BRA.X6,3.5,4.5
61BRA.X7,2.3,4.5
61BRA.X9,1.5,3
61BRA.X11,2,2
61BRA.X13,5,3.83
61BRA.X17,4,3.83
61BRA.X20,2,3.8
61BRA.X23,3.5,1.5
61BRA.X8,2.875,6
61BRA.X16,3.25,6
61BRA.X19,3.625,6
61GER.X1,0.5,3
61GER.X4,3,1.5
61GER.X5,2.3,2.1
61GER.X6,3.5,3.83
61GER.X7,3,3
61GER.X8,4.3,2
61GER.X11,4.7,2.16
61GER.X13,4.5,3.86
61GER.X16,3,4.5
61GER.X18,3.5,2.1
61GER.X20,2,3
61GER.X9,2.875,0
61GER.X14,3.25,0
61GER.X17,3.625,0
62NED.X1,0.5,3
62NED.X2,2,3
62NED.X3,2.2,3.83
62NED.X4,2.2,1.7
62NED.X5,3,1.5
62NED.X6,2.5,2.2
62NED.X9,5,3
62NED.X10,4,1.8
62NED.X11,4.3,3.5
62NED.X15,3.25,2.7
62NED.X20,4,3.83
62NED.X7,2.875,0
62NED.X16,3.25,0
62NED.X19,3.625,0
62ARG.X1,6,3
62ARG.X2,4.7,3.83
62ARG.X4,3.5,1.5
62ARG.X6,3.7,2.2
62ARG.X8,3,2.5
62ARG.X9,1.5,3
62ARG.X10,2,2.2
62ARG.X14,3.5,3.83
62ARG.X15,4.7,2.16
62ARG.X16,3.7,4.5
62ARG.X22,2.7,3.83
62ARG.X11,2.875,6
62ARG.X18,3.25,6
62ARG.X20,3.625,6
63BRA.X12,,
63BRA.X3,,
63BRA.X4,,
63BRA.X8,,
63BRA.X11,,
63BRA.X14,,
63BRA.X16,,
63BRA.X17,,
63BRA.X19,,
63BRA.X21,,
63BRA.X23,,
63BRA.X5,,
63BRA.X7,,
63BRA.X18,,
63NED.X1,,
63NED.X2,,
63NED.X3,,
63NED.X4,,
63NED.X5,,
63NED.X8,,
63NED.X9,,
63NED.X11,,
63NED.X15,,
63NED.X16,,
63NED.X20,,
63NED.X7,,
63NED.X13,,
63NED.X22,,
64GER.X1,0.5,3
64GER.X4,3,1.5
64GER.X5,2,2
64GER.X7,2.7,3.2
64GER.X8,4.5,3
64GER.X11,5,3
64GER.X13,4.5,3.83
64GER.X16,3,4.5
64GER.X18,3.5,2.16
64GER.X20,2,4
64GER.X23,3.5,4
64GER.X9,2.875,0
64GER.X17,3.25,0
64GER.X19,3.625,0
64ARG.X1,6,3
64ARG.X2,4.1,3.83
64ARG.X4,3.5,1.5
64ARG.X6,3,3.83
64ARG.X8,3,3
64ARG.X9,1.5,3
64ARG.X10,2,2.5
64ARG.X14,3.5,3.5
64ARG.X15,4.4,2.16
64ARG.X16,3.5,4.5
64ARG.X22,2.7,2
64ARG.X5,2.875,6
64ARG.X18,3.25,6
64ARG.X20,3.625,6
01BRA.XS,,
01CRO.XS,,
02MEX.XS,0.5,5.5
02CMR.XS,6,0.5
03ESP.XS,,
03NED.XS,,
04CHI.XS,0.5,5.5
04AUS.XS,6,0.5
05COL.XS,,
05GRE.XS,,
06CIV.XS,0.5,5.5
06JPN.XS,6,0.5
07URU.XS,,
07CRC.XS,,
08ENG.XS,,
08ITA.XS,,
09SUI.XS,,
09ECU.XS,,
10FRA.XS,0.5,5.5
10HON.XS,6,0.5
11ARG.XS,6,0.5
11BIH.XS,0.5,5.5
12IRN.XS,,
12NGA.XS,,
13GER.XS,0.5,5.5
13POR.XS,6,0.5
14GHA.XS,,
14USA.XS,,
15BEL.XS,,
15ALG.XS,,
16RUS.XS,,
16KOR.XS,,
17BRA.XS,,
17MEX.XS,,
18CMR.XS,6,0.5
18CRO.XS,0.5,5.5
19ESP.XS,,
19CHI.XS,,
20AUS.XS,6,0.5
20NED.XS,0.5,5.5
21COL.XS,,
21CIV.XS,,
22JPN.XS,6,0.5
22GRE.XS,0.5,5.5
23URU.XS,,
23ENG.XS,,
24ITA.XS,,
24CRC.XS,,
25SUI.XS,,
25FRA.XS,,
26HON.XS,6,0.5
26ECU.XS,0.5,5.5
27ARG.XS,6,0.5
27IRN.XS,0.5,5.5
28NGA.XS,,
28BIH.XS,,
29GER.XS,0.5,5.5
29GHA.XS,6,0.5
30USA.XS,,
30POR.XS,,
31BEL.XS,,
31RUS.XS,,
32KOR.XS,,
32ALG.XS,,
33CMR.XS,6,0.5
33BRA.XS,0.5,5.5
34CRO.XS,,
34MEX.XS,,
35AUS.XS,6,0.5
35ESP.XS,0.5,5.5
36NED.XS,,
36CHI.XS,,
37JPN.XS,6,0.5
37COL.XS,0.5,5.5
38GRE.XS,,
38CIV.XS,,
39ITA.XS,,
39URU.XS,,
40CRC.XS,,
40ENG.XS,,
41HON.XS,6,0.5
41SUI.XS,0.5,5.5
42ECU.XS,,
42FRA.XS,,
43NGA.XS,0.5,5.5
43ARG.XS,6,0.5
44BIH.XS,,
44IRN.XS,,
45USA.XS,6,0.5
45GER.XS,0.5,5.5
46POR.XS,,
46GHA.XS,,
47KOR.XS,,
47BEL.XS,,
48ALG.XS,,
48RUS.XS,,
49BRA.XS,,
49CHI.XS,,
50COL.XS,,
50URU.XS,,
51NED.XS,,
51MEX.XS,,
52CRC.XS,,
52GRE.XS,,
53FRA.XS,,
53NGA.XS,,
54GER.XS,0.5,5.5
54ALG.XS,6,0.5
55ARG.XS,6,0.5
55SUI.XS,0.5,5.5
56BEL.XS,,
56USA.XS,,
57BRA.XS,,
57COL.XS,,
58FRA.XS,6,0.5
58GER.XS,0.5,5.5
59NED.XS,,
59CRC.XS,,
60ARG.XS,6,0.5
60BEL.XS,0.5,5.5
61BRA.XS,6,0.5
61GER.XS,0.5,5.5
62NED.XS,0.5,5.5
62ARG.XS,6,0.5
63BRA.XS,,
63NED.XS,,
64GER.XS,0.5,5.5
64ARG.XS,6,0.5
