key2,p_x,p_y
41ITA.X6,0,0
41ITA.X7,0,0
41ITA.X8,0,0
41ITA.X22,0,0
41ITA.X2,0,0
41ITA.X18,0,0
41ITA.X21,0,0
41SVK.X2,0,0
41SVK.X3,0,0
41SVK.X5,0,0
41SVK.X16,0,0
41SVK.X11,0,0
41SVK.X18,0,0
41SVK.X1,0,0
41SVK.X6,0,0
41SVK.X15,0,0
41SVK.X17,0,0
41SVK.X19,0,0
41SVK.X9,0,0
41SVK.X20,0,0
41SVK.X22,0,0
42NZL.X3,0,0
42NZL.X4,0,0
42NZL.X5,0,0
42NZL.X6,0,0
42NZL.X19,0,0
42NZL.X9,0,0
42NZL.X10,0,0
42NZL.X14,0,0
42NZL.X1,0,0
42NZL.X7,0,0
42NZL.X11,0,0
42NZL.X20,0,0
42NZL.X22,0,0
42PAR.X3,0,0
42PAR.X4,0,0
42PAR.X5,0,0
42PAR.X14,0,0
42PAR.X7,0,0
42PAR.X9,0,0
42PAR.X18,0,0
42PAR.X1,0,0
42PAR.X13,0,0
42PAR.X15,0,0
42PAR.X16,0,0
42PAR.X10,0,0
42PAR.X19,0,0
43DEN.X4,0,0
43DEN.X6,0,0
43DEN.X13,0,0
43DEN.X15,0,0
43DEN.X9,0,0
43DEN.X11,0,0
43DEN.X19,0,0
43DEN.X1,0,0
43DEN.X2,0,0
43DEN.X10,0,0
43DEN.X12,0,0
43DEN.X14,0,0
43DEN.X18,0,0
43DEN.X21,0,0
43JPN.X3,0,0
43JPN.X4,0,0
43JPN.X5,0,0
43JPN.X22,0,0
43JPN.X16,0,0
43JPN.X21,0,0
43JPN.X2,0,0
43JPN.X7,0,0
43JPN.X8,0,0
43JPN.X17,0,0
43JPN.X18,0,0
43JPN.X9,0,0
43JPN.X15,0,0
43JPN.X20,0,0
44CMR.X2,4.5,4.5
44CMR.X3,5,3.83
44CMR.X8,4.5,1.5
44CMR.X12,3,4.2
44CMR.X14,3.5,2.16
44CMR.X19,5,2.16
44CMR.X9,2,2.16
44CMR.X13,2,3.83
44CMR.X16,6,3
44CMR.X7,3.5,3.83
44CMR.X11,3,1.83
44CMR.X4,2.875,6
44CMR.X17,3.25,6
44CMR.X23,3.625,6
44NED.X3,1.5,3.83
44NED.X4,1.5,2.16
44NED.X5,2,1.5
44NED.X12,2,4.5
44NED.X7,4.3,4.16
44NED.X9,5,3
44NED.X1,0.5,3
44NED.X6,3,3.83
44NED.X8,3,2.3
44NED.X10,4.5,3
44NED.X23,4.3,1.83
44NED.X11,2.875,0
44NED.X17,3.25,0
44NED.X21,3.625,0
45BRA.X2,0,0
45BRA.X3,0,0
45BRA.X4,0,0
45BRA.X6,0,0
45BRA.X13,0,0
45BRA.X9,0,0
45BRA.X21,0,0
45BRA.X1,0,0
45BRA.X5,0,0
45BRA.X8,0,0
45BRA.X19,0,0
45BRA.X17,0,0
45BRA.X18,0,0
45BRA.X23,0,0
45POR.X2,0,0
45POR.X5,0,0
45POR.X6,0,0
45POR.X21,0,0
45POR.X23,0,0
45POR.X7,0,0
45POR.X10,0,0
45POR.X1,0,0
45POR.X15,0,0
45POR.X16,0,0
45POR.X19,0,0
45POR.X8,0,0
45POR.X11,0,0
45POR.X14,0,0
46CIV.X3,2,1.5
46CIV.X4,1.5,4
46CIV.X21,2,4.5
46CIV.X10,4.5,1.65
46CIV.X11,5,3
46CIV.X18,4.5,4.25
46CIV.X1,0.5,3
46CIV.X5,1.5,2
46CIV.X9,3.25,2
46CIV.X13,3.5,4.25
46CIV.X19,3,3
46CIV.X7,2.875,0
46CIV.X8,3.25,0
46CIV.X15,3.625,0
46PRK.X2,3.5,1.5
46PRK.X3,4.75,3
46PRK.X5,3.25,4.5
46PRK.X8,4.25,3.83
46PRK.X13,4.25,2.16
46PRK.X9,1.5,3
46PRK.X10,2.5,1.5
46PRK.X1,6,3
46PRK.X4,3,3.83
46PRK.X11,2.5,4.5
46PRK.X17,3,2.16
46PRK.X12,3.325,6
47CHI.X3,1.5,2.16
47CHI.X4,2,4.5
47CHI.X17,1.5,3.83
47CHI.X18,2,1.5
47CHI.X7,4.5,3.83
47CHI.X11,3.5,1.9
47CHI.X15,4.5,2.16
47CHI.X1,0.5,3
47CHI.X8,3.5,4
47CHI.X10,4.5,3
47CHI.X13,3,3
47CHI.X16,2.875,0
47CHI.X20,3.25,0
47CHI.X22,3.625,0
47ESP.X3,5,2.16
47ESP.X5,5,3.83
47ESP.X11,4.7,4.5
47ESP.X15,4.7,1.5
47ESP.X7,2,3.95
47ESP.X9,1.5,3
47ESP.X1,6,3
47ESP.X6,2,2.2
47ESP.X8,3,1.9
47ESP.X14,3,3.95
47ESP.X16,3.5,3
47ESP.X10,3,6
47ESP.X20,3.5,6
48HON.X2,1.5,3.415
48HON.X3,2,1.5
48HON.X5,1.5,2.58
48HON.X16,2,4.5
48HON.X11,4.65,2.58
48HON.X18,0.5,3
48HON.X6,3.25,2.16
48HON.X7,4.25,1.83
48HON.X8,3.25,3.83
48HON.X10,4.65,3.415
48HON.X17,4.25,4.16
48HON.X12,2.875,0
48HON.X15,3.25,0
48HON.X19,3.625,0
48SUI.X2,4.5,1.5
48SUI.X5,5,2.58
48SUI.X13,5,3.415
48SUI.X17,4.5,4.5
48SUI.X10,1.75,3.415
48SUI.X19,2,3
48SUI.X1,6,3
48SUI.X6,3.5,2.58
48SUI.X7,3,1.5
48SUI.X8,3.5,3.415
48SUI.X16,3,4.5
48SUI.X9,2.875,6
48SUI.X15,3.25,6
48SUI.X23,3.625,6
49KOR.X4,0,0
49KOR.X12,0,0
49KOR.X14,0,0
49KOR.X22,0,0
49KOR.X10,0,0
49KOR.X18,0,0
49KOR.X7,0,0
49KOR.X8,0,0
49KOR.X13,0,0
49KOR.X16,0,0
49KOR.X17,0,0
49KOR.X19,0,0
49KOR.X20,0,0
49URU.X2,0,0
49URU.X3,0,0
49URU.X4,0,0
49URU.X16,0,0
49URU.X7,0,0
49URU.X9,0,0
49URU.X10,0,0
49URU.X1,0,0
49URU.X11,0,0
49URU.X15,0,0
49URU.X17,0,0
49URU.X6,0,0
49URU.X14,0,0
49URU.X20,0,0
50GHA.X2,0,0
50GHA.X4,0,0
50GHA.X5,0,0
50GHA.X7,0,0
50GHA.X8,0,0
50GHA.X3,0,0
50GHA.X23,0,0
50GHA.X22,0,0
50GHA.X6,0,0
50GHA.X13,0,0
50GHA.X21,0,0
50GHA.X10,0,0
50GHA.X11,0,0
50GHA.X19,0,0
50USA.X3,0,0
50USA.X6,0,0
50USA.X12,0,0
50USA.X15,0,0
50USA.X17,0,0
50USA.X20,0,0
50USA.X1,0,0
50USA.X4,0,0
50USA.X8,0,0
50USA.X10,0,0
50USA.X13,0,0
50USA.X9,0,0
50USA.X19,0,0
50USA.X22,0,0
51ENG.X2,0,0
51ENG.X3,0,0
51ENG.X6,0,0
51ENG.X15,0,0
51ENG.X10,0,0
51ENG.X19,0,0
51ENG.X1,0,0
51ENG.X4,0,0
51ENG.X8,0,0
51ENG.X14,0,0
51ENG.X16,0,0
51ENG.X11,0,0
51ENG.X17,0,0
51ENG.X21,0,0
51GER.X3,0,0
51GER.X16,0,0
51GER.X17,0,0
51GER.X20,0,0
51GER.X10,0,0
51GER.X11,0,0
51GER.X1,0,0
51GER.X6,0,0
51GER.X7,0,0
51GER.X8,0,0
51GER.X13,0,0
51GER.X9,0,0
51GER.X15,0,0
51GER.X23,0,0
52ARG.X2,0,0
52ARG.X4,0,0
52ARG.X6,0,0
52ARG.X15,0,0
52ARG.X9,0,0
52ARG.X10,0,0
52ARG.X11,0,0
52ARG.X22,0,0
52ARG.X7,0,0
52ARG.X14,0,0
52ARG.X20,0,0
52ARG.X8,0,0
52ARG.X17,0,0
52ARG.X23,0,0
52MEX.X2,0,0
52MEX.X3,0,0
52MEX.X4,0,0
52MEX.X5,0,0
52MEX.X16,0,0
52MEX.X14,0,0
52MEX.X17,0,0
52MEX.X21,0,0
52MEX.X1,0,0
52MEX.X6,0,0
52MEX.X18,0,0
52MEX.X7,0,0
52MEX.X9,0,0
53NED.X2,2,4.5
53NED.X3,1.5,3.83
53NED.X4,1.5,2.16
53NED.X5,2,1.5
53NED.X7,4.5,4.5
53NED.X9,5,3
53NED.X11,4.5,1.5
53NED.X1,0.5,3
53NED.X6,3,3.83
53NED.X8,3,2.16
53NED.X10,4.5,3
53NED.X17,2.875,0
53NED.X20,3.25,0
53NED.X21,3.625,0
53SVK.X2,4.5,2.16
53SVK.X3,5,2.16
53SVK.X5,4.5,3.83
53SVK.X16,5,3.83
53SVK.X11,2,3.83
53SVK.X18,2,2.16
53SVK.X1,6,3
53SVK.X7,3,1.5
53SVK.X15,3,4.5
53SVK.X17,2,3
53SVK.X19,3.5,3
53SVK.X10,2.875,6
53SVK.X14,3.25,6
53SVK.X20,3.625,6
54BRA.X2,0,0
54BRA.X3,0,0
54BRA.X4,0,0
54BRA.X6,0,0
54BRA.X13,0,0
54BRA.X9,0,0
54BRA.X11,0,0
54BRA.X1,0,0
54BRA.X8,0,0
54BRA.X10,0,0
54BRA.X18,0,0
54BRA.X16,0,0
54BRA.X20,0,0
54BRA.X21,0,0
54CHI.X2,0,0
54CHI.X4,0,0
54CHI.X5,0,0
54CHI.X18,0,0
54CHI.X7,0,0
54CHI.X9,0,0
54CHI.X11,0,0
54CHI.X15,0,0
54CHI.X1,0,0
54CHI.X6,0,0
54CHI.X8,0,0
54CHI.X10,0,0
54CHI.X20,0,0
54CHI.X21,0,0
55JPN.X3,0,0
55JPN.X4,0,0
55JPN.X5,0,0
55JPN.X22,0,0
55JPN.X16,0,0
55JPN.X21,0,0
55JPN.X2,0,0
55JPN.X7,0,0
55JPN.X8,0,0
55JPN.X17,0,0
55JPN.X18,0,0
55JPN.X9,0,0
55JPN.X11,0,0
55JPN.X14,0,0
55PAR.X3,0,0
55PAR.X14,0,0
55PAR.X21,0,0
55PAR.X9,0,0
55PAR.X10,0,0
55PAR.X19,0,0
55PAR.X1,0,0
55PAR.X6,0,0
55PAR.X13,0,0
55PAR.X16,0,0
55PAR.X20,0,0
55PAR.X7,0,0
55PAR.X8,0,0
55PAR.X18,0,0
56ESP.X3,5,2.16
56ESP.X5,5,3.83
56ESP.X11,4.7,4.5
56ESP.X15,4.7,1.5
56ESP.X7,2,3.95
56ESP.X9,1.5,3
56ESP.X1,6,3
56ESP.X6,3,4
56ESP.X8,3,1.9
56ESP.X14,3.5,3.83
56ESP.X16,3.5,2.5
56ESP.X4,2.875,6
56ESP.X18,3.25,6
56ESP.X19,3.625,6
56POR.X2,1.5,2.16
56POR.X6,1.5,3.83
56POR.X21,2,4.5
56POR.X23,2,1.5
56POR.X7,4.5,2.16
56POR.X11,4.5,3.83
56POR.X18,5,3
56POR.X1,0.5,3
56POR.X15,3,3
56POR.X16,3.5,1.7
56POR.X19,3.8,4
56POR.X8,2.875,0
56POR.X9,3.25,0
56POR.X10,3.625,0
57BRA.X2,4.75,1.5
57BRA.X3,5,2.16
57BRA.X4,5,3.83
57BRA.X6,4.75,4.5
57BRA.X13,3.5,2.16
57BRA.X9,1.5,3
57BRA.X11,2,3.83
57BRA.X1,6,3
57BRA.X5,3,3
57BRA.X8,3.5,3.83
57BRA.X10,2,3
57BRA.X16,3,6
57BRA.X21,3.5,6
57NED.X2,2,4.5
57NED.X3,1.5,3.83
57NED.X5,2,1.5
57NED.X13,1.5,2.16
57NED.X7,4.25,1.5
57NED.X9,5,3
57NED.X11,4.25,3.83
57NED.X1,0.5,3
57NED.X6,3,3.83
57NED.X8,3,2.16
57NED.X10,3.5,3
57NED.X21,3.325,0
58GHA.X2,0,0
58GHA.X4,0,0
58GHA.X5,0,0
58GHA.X7,0,0
58GHA.X15,0,0
58GHA.X3,0,0
58GHA.X23,0,0
58GHA.X22,0,0
58GHA.X6,0,0
58GHA.X11,0,0
58GHA.X21,0,0
58GHA.X10,0,0
58GHA.X18,0,0
58URU.X2,0,0
58URU.X4,0,0
58URU.X6,0,0
58URU.X16,0,0
58URU.X7,0,0
58URU.X9,0,0
58URU.X10,0,0
58URU.X1,0,0
58URU.X15,0,0
58URU.X17,0,0
58URU.X20,0,0
58URU.X13,0,0
58URU.X14,0,0
58URU.X19,0,0
59ARG.X2,0,0
59ARG.X4,0,0
59ARG.X6,0,0
59ARG.X15,0,0
59ARG.X9,0,0
59ARG.X10,0,0
59ARG.X11,0,0
59ARG.X22,0,0
59ARG.X7,0,0
59ARG.X14,0,0
59ARG.X20,0,0
59ARG.X16,0,0
59ARG.X23,0,0
59GER.X3,0,0
59GER.X16,0,0
59GER.X17,0,0
59GER.X20,0,0
59GER.X10,0,0
59GER.X11,0,0
59GER.X1,0,0
59GER.X6,0,0
59GER.X7,0,0
59GER.X8,0,0
59GER.X13,0,0
59GER.X2,0,0
59GER.X15,0,0
59GER.X18,0,0
60ESP.X3,5,2.16
60ESP.X5,5,3.83
60ESP.X11,4.7,4.5
60ESP.X15,4.7,1.5
60ESP.X7,2,3.95
60ESP.X9,1.5,3
60ESP.X1,6,3
60ESP.X6,3,2
60ESP.X8,3,3
60ESP.X14,3,4
60ESP.X16,3.65,3
60ESP.X4,2.875,6
60ESP.X10,3.25,6
60ESP.X18,3.625,6
60PAR.X2,2,4.5
60PAR.X3,2,1.5
60PAR.X14,1.5,3.83
60PAR.X21,1.5,2.16
60PAR.X7,5,3
60PAR.X18,4.5,2.16
60PAR.X1,0.5,3
60PAR.X8,4,3
60PAR.X11,3.5,4
60PAR.X15,3.35,3
60PAR.X16,3.5,1.8
60PAR.X9,2.875,0
60PAR.X13,3.25,0
60PAR.X19,3.625,0
61NED.X3,1.5,3.83
61NED.X4,1.5,2.16
61NED.X5,2,1.5
61NED.X12,2,4.5
61NED.X7,4.3,1.5
61NED.X9,5,3
61NED.X11,4.3,4.5
61NED.X1,0.5,3
61NED.X6,3,3.83
61NED.X10,4.5,3
61NED.X14,3,2.16
61NED.X17,3,0
61NED.X23,3.5,0
61URU.X3,5,2.16
61URU.X6,5,3.83
61URU.X16,4.75,1.5
61URU.X22,4.75,4.5
61URU.X7,2,2.16
61URU.X10,2,3.83
61URU.X1,6,3
61URU.X5,3.5,2.16
61URU.X11,3,4.5
61URU.X15,3,1.5
61URU.X17,3.5,3.83
61URU.X13,3,6
61URU.X21,3.5,6
62ESP.X3,5,2.16
62ESP.X5,5,3.83
62ESP.X11,4.7,4.5
62ESP.X15,4.7,1.5
62ESP.X7,1.5,3
62ESP.X18,2.3,4
62ESP.X1,6,3
62ESP.X6,2,2
62ESP.X8,3,3
62ESP.X14,3.5,3.83
62ESP.X16,3.5,2.16
62ESP.X4,2.875,6
62ESP.X9,3.25,6
62ESP.X21,3.625,6
62GER.X3,1.5,3.83
62GER.X16,2,4.5
62GER.X17,1.5,2.16
62GER.X20,2.3,1.5
62GER.X10,4.5,2
62GER.X11,5,3
62GER.X1,0.5,3
62GER.X6,3,3.83
62GER.X7,3,2.1
62GER.X8,4.5,3
62GER.X15,4.5,4
62GER.X2,2.875,0
62GER.X18,3.25,0
62GER.X23,3.625,0
63GER.X3,0,0
63GER.X4,0,0
63GER.X17,0,0
63GER.X20,0,0
63GER.X19,0,0
63GER.X22,0,0
63GER.X2,0,0
63GER.X6,0,0
63GER.X7,0,0
63GER.X8,0,0
63GER.X13,0,0
63GER.X5,0,0
63GER.X9,0,0
63GER.X18,0,0
63URU.X2,0,0
63URU.X3,0,0
63URU.X4,0,0
63URU.X16,0,0
63URU.X22,0,0
63URU.X7,0,0
63URU.X9,0,0
63URU.X10,0,0
63URU.X1,0,0
63URU.X15,0,0
63URU.X17,0,0
63URU.X5,0,0
63URU.X13,0,0
64ESP.X3,5,2.16
64ESP.X5,5,3.83
64ESP.X11,4.7,4.5
64ESP.X15,4.7,1.5
64ESP.X7,1.5,3
64ESP.X18,2,4
64ESP.X1,6,3
64ESP.X6,2,2.2
64ESP.X8,3,3
64ESP.X14,3.5,3.83
64ESP.X16,3.5,2.16
64ESP.X9,2.875,6
64ESP.X10,3.25,6
64ESP.X22,3.625,6
64NED.X2,2,4.5
64NED.X3,1.5,3.83
64NED.X4,1.5,2.16
64NED.X5,2,1.5
64NED.X7,4.3,1.5
64NED.X9,5,3
64NED.X11,4.3,4.5
64NED.X1,0.5,3
64NED.X6,3,3.83
64NED.X8,3,2.16
64NED.X10,4.5,3
64NED.X15,2.875,0
64NED.X17,3.25,0
64NED.X23,3.625,0
01MEX.XS,0,0
01RSA.XS,0,0
02FRA.XS,0.5,5.5
02URU.XS,6,0.5
03ARG.XS,0,0
03NGA.XS,0,0
04GRE.XS,0,0
04KOR.XS,0,0
05ENG.XS,0,0
05USA.XS,0,0
06ALG.XS,0,0
06SVN.XS,0,0
07AUS.XS,0,0
07GER.XS,0,0
08GHA.XS,0,0
08SRB.XS,0,0
09DEN.XS,6,0.5
09NED.XS,0.5,5.5
10CMR.XS,6,0.5
10JPN.XS,0.5,5.5
11ITA.XS,0,0
11PAR.XS,0,0
12NZL.XS,0,0
12SVK.XS,0,0
13CIV.XS,0,0
13POR.XS,0,0
14BRA.XS,0.5,5.5
14PRK.XS,6,0.5
15CHI.XS,6,0.5
15HON.XS,0.5,5.5
16ESP.XS,6,0.5
16SUI.XS,0.5,5.5
17RSA.XS,0,0
17URU.XS,0,0
18FRA.XS,0.5,5.5
18MEX.XS,6,0.5
19GRE.XS,0,0
19NGA.XS,0,0
20ARG.XS,0,0
20KOR.XS,0,0
21GER.XS,0,0
21SRB.XS,0,0
22SVN.XS,0,0
22USA.XS,0,0
23ALG.XS,0,0
23ENG.XS,0,0
24AUS.XS,0,0
24GHA.XS,0,0
25JPN.XS,6,0.5
25NED.XS,0.5,5.5
26CMR.XS,6,0.5
26DEN.XS,0.5,5.5
27PAR.XS,0,0
27SVK.XS,0,0
28ITA.XS,0,0
28NZL.XS,0,0
29BRA.XS,0,0
29CIV.XS,0,0
30POR.XS,0.5,5.5
30PRK.XS,6,0.5
31CHI.XS,0,0
31SUI.XS,0,0
32ESP.XS,6,0.5
32HON.XS,0.5,5.5
33MEX.XS,0,0
33URU.XS,0,0
34FRA.XS,0.5,5.5
34RSA.XS,6,0.5
35KOR.XS,0,0
35NGA.XS,0,0
36ARG.XS,0,0
36GRE.XS,0,0
37ENG.XS,0,0
37SVN.XS,0,0
38ALG.XS,0,0
38USA.XS,0,0
39GER.XS,0,0
39GHA.XS,0,0
40AUS.XS,0,0
40SRB.XS,0,0
41ITA.XS,0,0
41SVK.XS,0,0
42NZL.XS,0,0
42PAR.XS,0,0
43DEN.XS,0,0
43JPN.XS,0,0
44CMR.XS,6,0.5
44NED.XS,0.5,5.5
45BRA.XS,0,0
45POR.XS,0,0
46CIV.XS,0.5,5.5
46PRK.XS,6,0.5
47CHI.XS,0.5,5.5
47ESP.XS,6,0.5
48HON.XS,0.5,5.5
48SUI.XS,6,0.5
49KOR.XS,0,0
49URU.XS,0,0
50GHA.XS,0,0
50USA.XS,0,0
51ENG.XS,0,0
51GER.XS,0,0
52ARG.XS,0,0
52MEX.XS,0,0
53NED.XS,0.5,5.5
53SVK.XS,6,0.5
54BRA.XS,0,0
54CHI.XS,0,0
55JPN.XS,0,0
55PAR.XS,0,0
56ESP.XS,6,0.5
56POR.XS,0.5,5.5
57BRA.XS,6,0.5
57NED.XS,0.5,5.5
58GHA.XS,0,0
58URU.XS,0,0
59ARG.XS,0,0
59GER.XS,0,0
60ESP.XS,6,0.5
60PAR.XS,0.5,5.5
61NED.XS,0.5,5.5
61URU.XS,6,0.5
62ESP.XS,6,0.5
62GER.XS,0.5,5.5
63GER.XS,0,0
63URU.XS,0,0
64ESP.XS,6,0.5
64NED.XS,0.5,5.5
